over_number,wickets_fallen,batsman_avg,bowler_econ,strike_rate,match_phase,runs_in_over
3,0,40.2,9.27,145.1,0,20
8,5,23.6,9.28,148.1,2,10
6,2,17.4,9.12,149.7,1,9
1,1,30.0,8.97,142.5,0,12
1,0,36.6,9.49,131.0,0,14
6,1,30.9,7.38,157.9,1,20
7,3,27.2,11.39,142.8,1,12
2,0,16.4,9.66,135.1,0,9
2,0,27.5,10.23,174.6,0,6
2,1,37.9,10.37,142.6,0,16
6,0,18.1,8.65,166.8,1,7
1,0,26.0,8.4,169.5,0,18
6,4,24.9,8.26,170.8,1,8
5,0,22.4,9.2,158.8,1,12
5,0,30.0,10.34,145.0,1,17
7,0,31.5,9.49,143.7,1,10
6,1,31.5,10.23,140.1,1,14
8,3,20.2,6.66,101.7,2,12
8,2,14.8,9.04,159.4,2,12
10,3,30.1,9.49,149.9,2,10
8,2,24.0,9.29,161.5,2,14
6,2,42.7,9.49,145.5,1,17
5,1,43.1,8.71,158.3,1,12
3,1,43.9,5.87,117.4,0,9
6,0,20.5,8.29,121.6,1,10
2,1,32.6,10.77,95.5,0,9
10,5,27.6,8.8,142.3,2,12
9,4,34.1,8.94,129.5,2,14
2,0,25.2,6.7,126.9,0,9
8,2,38.2,7.54,151.7,2,9
2,2,28.0,10.93,136.5,0,8
8,1,29.0,10.24,145.5,2,17
1,0,15.7,7.94,195.9,0,9
5,0,33.2,8.74,144.3,1,11
7,6,25.9,9.46,123.3,1,7
8,1,31.7,8.06,131.6,2,11
5,1,29.9,7.1,141.5,1,11
10,1,29.4,9.31,141.5,2,16
8,1,27.6,10.19,171.0,2,16
3,2,34.3,9.49,143.4,0,8
7,4,26.4,10.55,182.1,1,16
8,1,16.4,7.64,136.4,2,6
4,0,32.6,9.57,153.5,1,12
8,6,21.5,9.18,165.4,2,16
9,1,17.4,9.4,168.9,2,19
9,2,19.8,9.25,171.2,2,14
8,2,30.3,8.71,139.6,2,14
7,0,27.2,5.88,144.9,1,9
3,0,10.9,9.49,95.4,0,10
8,4,24.9,9.9,141.1,2,11
4,3,37.4,7.72,166.8,1,14
6,0,27.6,10.07,162.9,1,9
4,4,26.7,8.96,143.3,1,10
4,2,36.3,9.0,179.0,1,7
2,0,34.4,8.58,137.3,0,19
10,4,36.2,10.14,130.7,2,19
2,0,10.0,9.49,135.6,0,14
1,1,41.9,8.18,122.6,0,11
10,4,33.1,10.86,157.4,2,15
6,5,47.7,9.29,150.8,1,9
5,4,21.7,9.32,157.2,1,11
8,2,13.9,10.33,136.7,2,16
4,1,28.1,8.7,143.8,1,10
2,1,25.8,8.94,101.4,0,16
8,2,33.2,9.87,152.5,2,14
2,1,36.6,7.65,147.0,0,13
6,3,27.3,9.77,123.0,1,6
10,6,26.1,9.49,145.5,2,15
10,7,32.2,10.53,139.8,2,15
4,2,25.9,10.16,180.3,1,10
8,2,25.3,10.0,123.8,2,16
7,2,36.3,7.57,151.6,1,15
5,0,38.1,9.38,123.2,1,16
2,1,36.7,8.09,133.8,0,11
4,0,26.7,9.46,150.5,1,10
7,0,10.9,6.72,140.8,1,2
10,3,26.8,7.65,144.9,2,15
1,0,21.9,10.93,151.7,0,14
8,2,27.0,9.94,135.1,2,14
9,4,27.6,9.08,162.7,2,14
10,3,27.8,8.41,138.9,2,14
5,3,19.7,8.2,145.5,1,4
2,0,17.8,9.74,152.2,0,13
3,0,37.8,9.09,149.5,0,12
9,6,20.2,11.36,157.9,2,10
9,5,28.0,9.28,151.3,2,22
7,3,35.6,9.57,154.4,1,17
2,0,35.3,7.83,138.5,0,8
2,0,34.4,9.07,123.6,0,8
5,1,30.4,9.49,116.4,1,14
6,2,33.8,9.05,111.6,1,11
1,0,39.0,8.92,145.5,0,20
7,6,31.4,9.89,100.7,1,12
6,2,13.3,11.32,168.9,1,16
1,1,23.8,9.67,128.6,0,10
1,1,33.6,10.87,168.7,0,14
5,0,23.0,10.25,100.9,1,17
8,6,41.0,10.8,140.3,2,11
9,3,27.5,8.77,174.1,2,11
5,0,28.7,9.25,159.3,1,8
3,0,37.0,9.26,138.3,0,15
10,1,26.5,10.16,106.1,2,17
5,1,29.4,9.49,118.6,1,11
4,3,35.2,9.65,172.8,1,7
5,1,16.2,10.55,138.0,1,10
1,0,25.7,8.82,143.6,0,8
4,2,34.6,10.56,150.7,1,13
6,3,28.5,10.72,118.9,1,10
10,4,39.7,10.31,153.1,2,17
8,4,15.4,9.66,136.6,2,11
8,3,14.5,10.36,150.9,2,17
6,1,34.2,8.43,133.4,1,8
2,1,34.9,9.74,113.5,0,3
4,0,26.5,9.86,136.5,1,12
10,3,31.2,7.9,157.8,2,13
1,1,34.0,10.07,152.9,0,11
9,1,21.5,8.0,145.6,2,9
7,1,22.3,8.99,163.0,1,17
3,0,29.5,9.55,140.9,0,7
8,1,35.2,8.62,146.1,2,17
9,1,18.7,9.6,135.4,2,10
1,0,26.4,9.58,164.1,0,9
2,3,26.0,9.49,150.8,0,7
7,1,31.3,10.18,133.9,1,11
10,1,27.9,8.58,115.2,2,18
1,0,23.6,12.25,167.1,0,10
7,2,38.0,9.37,130.1,1,12
2,0,23.7,8.09,146.4,0,5
7,4,25.7,8.32,192.1,1,5
7,0,15.3,10.88,161.0,1,22
1,0,22.3,9.49,177.2,0,9
7,1,32.1,7.86,134.2,1,10
9,2,30.6,10.52,166.4,2,17
9,4,32.8,9.0,145.5,2,12
1,0,27.6,10.28,152.3,0,15
3,0,44.7,10.62,185.4,0,16
3,2,22.0,9.83,139.4,0,10
5,1,15.0,12.38,145.4,1,14
2,0,19.6,7.43,126.9,0,6
9,3,22.4,8.52,145.5,2,9
8,1,20.2,9.19,133.8,2,11
9,1,28.7,12.21,165.5,2,20
2,1,38.0,11.66,112.0,0,13
1,0,40.3,11.05,156.0,0,15
10,9,32.0,8.55,132.1,2,11
3,1,45.1,8.69,159.6,0,19
7,4,25.1,8.51,144.7,1,6
10,5,14.9,8.56,134.3,2,9
1,1,36.4,11.29,137.3,0,18
1,0,13.3,9.21,128.0,0,11
1,1,22.0,9.37,145.5,0,13
2,0,32.2,10.43,124.0,0,9
1,0,27.2,7.5,139.7,0,13
9,2,26.5,9.56,151.9,2,14
7,3,18.6,8.18,177.3,1,10
10,1,27.9,9.15,144.8,2,10
9,4,36.0,8.8,140.1,2,16
10,3,28.2,8.73,150.5,2,18
3,1,21.4,9.77,103.5,0,13
3,0,18.0,9.77,121.0,0,13
9,1,21.5,9.24,137.5,2,12
3,1,31.1,9.94,145.5,0,9
1,0,30.7,8.46,113.0,0,16
7,7,21.6,10.32,162.2,1,8
9,1,10.3,9.25,150.2,2,14
10,4,31.4,8.92,147.8,2,21
10,4,20.8,8.55,131.1,2,11
2,0,33.5,9.21,146.6,0,9
8,2,27.6,11.74,155.3,2,31
9,0,20.1,9.42,145.5,2,18
7,1,29.2,8.13,153.9,1,11
9,4,46.9,10.6,129.1,2,26
9,0,34.0,8.93,146.9,2,23
5,0,29.1,9.84,167.8,1,16
1,0,30.9,8.77,169.6,0,12
5,0,14.0,11.04,171.6,1,10
3,0,19.0,8.79,150.7,0,8
2,0,27.6,11.18,145.6,0,7
2,1,41.8,8.24,136.0,0,7
7,3,40.2,9.15,108.9,1,9
6,1,31.1,11.18,118.1,1,21
6,2,29.1,9.7,141.6,1,17
8,4,15.6,12.23,142.8,2,4
6,1,26.2,9.18,173.2,1,15
7,2,42.3,9.81,171.3,1,10
1,0,29.1,11.79,131.3,0,23
9,5,23.5,7.68,161.4,2,14
5,1,13.9,7.53,135.5,1,5
2,1,39.0,8.55,158.7,0,14
9,4,27.4,10.48,161.1,2,17
8,5,13.9,7.57,169.8,2,10
1,0,20.6,10.22,135.1,0,14
2,0,17.8,10.13,165.3,0,16
1,0,26.9,11.92,107.5,0,17
3,0,29.7,10.75,170.9,0,16
1,0,24.0,9.94,144.5,0,10
8,3,34.2,11.13,144.9,2,15
6,1,28.6,10.15,104.3,1,13
10,1,36.5,8.95,137.2,2,14
8,3,25.1,8.13,172.1,2,16
7,2,52.4,8.82,136.5,1,13
6,2,23.5,9.45,159.3,1,12
1,0,20.8,9.71,145.7,0,9
1,0,19.8,6.94,166.3,0,6
7,2,26.3,9.24,148.8,1,14
1,1,14.2,9.53,126.4,0,12
1,0,30.4,10.16,146.1,0,7
3,3,27.6,11.45,177.0,0,14
9,1,29.3,9.72,155.0,2,13
5,3,17.2,8.41,142.7,1,5
8,2,24.9,7.32,190.1,2,19
5,3,32.8,10.32,168.2,1,16
2,0,46.4,8.46,161.3,0,20
4,0,19.4,10.54,151.3,1,13
1,0,26.8,11.18,159.6,0,13
8,2,22.2,7.65,160.3,2,5
2,0,21.0,10.16,101.3,0,15
4,1,22.3,9.49,152.9,1,14
10,7,34.6,10.72,141.8,2,14
6,1,24.1,6.98,135.0,1,7
5,2,46.0,8.48,141.1,1,12
6,1,27.6,9.49,113.9,1,14
8,3,19.9,10.13,145.5,2,17
3,1,25.1,10.0,169.9,0,15
7,1,21.6,6.26,154.2,1,13
9,4,34.4,9.14,96.7,2,10
6,1,14.9,9.49,133.5,1,8
5,1,17.3,9.68,162.6,1,14
2,0,23.3,9.68,139.4,0,7
3,0,33.5,9.06,169.9,0,11
10,1,37.9,8.23,166.0,2,22
6,1,39.0,9.48,117.9,1,14
4,0,32.2,9.56,142.1,1,14
5,1,27.3,10.24,136.0,1,12
6,0,34.4,10.34,117.2,1,10
6,2,18.8,9.6,115.9,1,7
7,3,13.2,10.81,128.9,1,13
3,3,31.5,9.05,132.2,0,11
7,2,20.0,7.77,150.7,1,7
5,1,27.5,10.07,165.9,1,13
10,1,29.0,9.65,155.3,2,16
2,0,30.0,10.1,160.0,0,15
2,0,35.5,7.98,139.7,0,10
5,1,34.7,11.65,157.1,1,18
6,1,29.6,10.35,142.0,1,10
7,1,24.5,9.15,136.2,1,10
5,0,28.9,8.38,182.9,1,8
10,1,23.2,10.79,98.4,2,21
5,0,26.4,9.49,107.5,1,6
2,0,48.9,12.21,152.7,0,24
2,1,29.5,8.76,139.7,0,15
10,3,31.6,11.56,116.3,2,20
2,0,22.4,9.49,123.9,0,8
10,5,36.2,11.4,126.5,2,11
3,0,34.1,8.62,162.8,0,12
1,0,34.1,9.52,169.2,0,18
4,0,29.7,10.47,145.5,1,18
7,0,27.6,10.29,113.2,1,10
5,0,38.2,10.82,117.7,1,19
8,2,30.3,8.92,116.3,2,16
7,3,27.1,9.6,170.8,1,10
5,1,35.2,11.0,153.3,1,14
7,1,20.8,8.65,146.6,1,9
10,2,22.3,9.49,149.6,2,5
5,0,27.6,9.24,143.9,1,12
2,1,14.1,9.75,122.6,0,11
5,2,34.6,9.6,155.3,1,16
9,1,20.3,8.55,141.3,2,10
3,1,24.2,9.19,121.0,0,11
10,3,26.3,9.67,156.5,2,18
6,5,28.3,9.38,136.5,1,8
7,3,25.3,11.39,149.5,1,13
4,1,27.5,10.71,142.5,1,11
10,5,27.5,9.85,162.8,2,14
1,1,24.4,8.58,149.4,0,12
3,0,21.8,8.51,127.3,0,12
5,1,36.7,11.87,151.4,1,19
5,3,11.2,8.29,152.1,1,8
5,2,26.4,9.64,155.2,1,13
2,1,24.2,9.93,165.7,0,13
3,1,31.4,9.13,132.7,0,13
1,2,16.4,8.3,158.4,0,9
6,0,24.0,8.56,110.5,1,8
4,1,27.2,8.84,142.6,1,6
6,2,36.6,8.65,139.5,1,14
6,1,30.7,11.09,174.0,1,13
8,3,18.5,9.49,141.9,2,17
6,0,24.1,8.87,157.2,1,9
7,3,35.1,9.63,109.8,1,5
6,2,18.4,10.3,138.0,1,9
7,2,27.4,9.09,128.1,1,11
7,3,27.9,10.58,194.5,1,16
4,0,24.9,7.97,131.7,1,9
3,0,49.6,9.49,146.5,0,16
8,3,24.7,9.49,147.5,2,17
4,1,27.6,9.44,113.2,1,10
6,3,21.9,8.67,145.5,1,3
2,1,32.2,8.03,153.1,0,6
5,2,35.0,7.5,146.7,1,5
6,4,23.3,8.58,99.0,1,8
7,4,27.6,10.21,145.5,1,10
6,2,20.8,8.35,165.4,1,13
4,4,18.8,7.64,145.5,1,7
10,3,36.3,8.41,169.4,2,21
6,4,23.6,9.04,125.3,1,9
9,2,10.0,9.09,170.6,2,12
8,5,42.1,9.35,144.1,2,18
6,0,21.6,10.74,176.8,1,12
9,2,26.0,11.0,145.1,2,11
2,0,41.1,11.91,104.1,0,21
10,3,26.9,7.55,162.0,2,20
9,3,26.7,8.47,136.1,2,16
6,0,18.2,10.34,145.5,1,13
8,1,14.9,8.96,115.9,2,12
6,1,26.7,10.53,177.4,1,5
3,1,30.9,9.75,134.6,0,18
8,3,30.4,11.4,145.5,2,16
3,0,24.1,10.75,136.4,0,14
4,1,28.2,10.77,126.4,1,18
6,4,13.3,9.01,171.4,1,5
9,7,31.7,9.38,143.5,2,12
4,3,29.3,9.13,143.7,1,13
5,0,43.8,7.69,119.4,1,14
1,0,28.1,11.27,135.8,0,18
2,0,20.5,10.39,153.6,0,13
1,0,27.6,9.09,119.0,0,8
1,0,25.4,11.07,145.5,0,13
9,4,31.5,8.74,136.6,2,14
9,2,28.2,7.29,146.3,2,15
9,1,17.9,10.71,174.6,2,15
1,1,14.9,7.97,139.0,0,15
1,0,30.1,9.27,131.2,0,6
3,2,39.1,9.75,199.9,0,13
6,0,28.6,9.96,145.5,1,14
4,1,34.5,10.52,141.2,1,15
5,2,36.1,10.2,137.8,1,14
2,0,30.1,10.16,139.5,0,12
8,2,21.5,8.55,146.6,2,14
4,0,29.6,9.85,163.4,1,18
1,1,37.7,7.69,153.1,0,11
8,1,32.2,11.37,166.5,2,22
10,2,34.0,7.82,165.9,2,14
1,1,24.3,9.08,149.2,0,12
5,0,26.4,7.92,152.5,1,16
9,3,27.6,8.62,167.2,2,12
8,2,27.6,9.52,122.8,2,13
9,1,37.3,8.87,195.0,2,18
5,4,10.0,10.87,134.7,1,5
4,1,28.2,9.77,138.0,1,20
8,3,27.4,8.94,120.8,2,19
2,0,17.0,9.34,121.4,0,11
3,1,33.4,10.96,164.5,0,13
7,1,22.2,10.59,190.4,1,12
7,2,25.1,8.13,133.7,1,9
2,0,42.8,8.68,151.9,0,12
6,2,36.1,10.07,149.4,1,15
4,2,32.6,9.92,165.0,1,14
6,3,31.0,8.24,189.4,1,17
10,7,26.7,10.4,175.4,2,20
1,0,44.0,8.43,140.2,0,11
10,4,34.4,11.06,155.6,2,11
5,1,22.0,10.14,157.6,1,10
8,2,16.8,8.14,144.6,2,6
5,1,32.5,8.87,123.1,1,7
4,2,27.6,8.84,129.0,1,9
8,0,16.6,9.69,168.0,2,9
7,0,31.4,9.26,170.0,1,8
2,1,25.8,8.13,140.8,0,10
8,3,32.2,7.83,150.2,2,19
8,4,31.5,10.16,168.9,2,11
4,0,23.1,9.84,110.9,1,12
10,2,33.1,9.63,145.5,2,15
7,4,24.0,9.82,185.4,1,13
4,1,24.5,8.76,151.0,1,8
1,0,23.7,9.72,122.4,0,13
7,5,37.0,12.55,147.3,1,11
3,1,25.8,10.91,165.4,0,15
8,2,39.0,9.15,94.1,2,14
6,3,27.6,8.87,148.5,1,13
5,1,22.1,6.07,137.6,1,11
2,0,10.0,10.78,112.2,0,9
8,1,36.4,9.49,146.6,2,16
2,0,25.3,8.85,142.3,0,11
5,0,21.1,7.78,144.5,1,3
9,2,23.3,8.11,138.0,2,14
10,2,24.7,10.03,124.6,2,22
10,6,38.4,9.39,115.9,2,11
10,1,29.3,10.33,131.2,2,10
6,0,38.3,9.6,162.2,1,20
3,3,32.0,10.66,149.7,0,16
9,3,25.5,9.94,143.6,2,7
9,3,24.9,10.49,124.2,2,14
10,2,32.5,6.99,137.5,2,13
7,2,34.6,8.02,159.7,1,14
2,0,36.0,9.06,155.1,0,16
6,1,25.9,10.8,135.5,1,12
5,0,29.4,11.76,92.8,1,18
9,3,32.7,9.49,131.5,2,12
4,1,24.9,8.77,135.3,1,7
4,0,18.9,7.15,126.9,1,8
1,0,21.5,10.54,136.7,0,11
9,3,26.1,8.84,161.3,2,16
8,2,33.3,13.05,144.3,2,17
1,1,38.1,8.61,164.8,0,15
5,2,17.2,12.03,114.8,1,15
5,0,23.2,10.4,145.5,1,8
5,1,25.1,8.27,106.2,1,7
10,3,34.4,9.78,136.5,2,22
2,0,23.8,10.43,124.1,0,11
4,1,24.6,9.23,170.6,1,9
2,1,16.7,10.51,153.2,0,15
3,1,27.6,10.48,165.3,0,15
10,1,26.7,10.22,136.4,2,16
10,2,22.8,9.48,124.6,2,19
1,1,25.9,8.09,124.0,0,9
7,0,37.0,9.41,150.3,1,21
3,0,20.0,9.71,181.2,0,11
2,0,21.3,7.25,153.2,0,9
3,0,38.0,9.7,137.5,0,16
2,0,28.6,9.38,141.2,0,9
5,1,33.4,7.94,144.4,1,9
10,2,31.2,9.1,185.5,2,15
6,0,27.7,9.13,169.7,1,10
8,1,25.2,9.49,150.2,2,16
5,3,34.7,9.76,147.2,1,13
1,0,37.3,10.74,151.0,0,18
1,0,36.7,9.36,154.9,0,13
3,1,18.5,7.25,136.7,0,2
3,0,38.4,10.31,145.5,0,12
9,1,25.1,8.71,165.6,2,17
9,3,22.0,9.1,145.4,2,18
9,3,26.6,8.24,164.0,2,12
7,0,34.6,9.49,177.9,1,23
6,5,32.3,10.78,155.4,1,14
7,1,26.0,9.49,152.2,1,11
5,0,34.7,11.4,209.0,1,13
7,3,29.1,11.57,149.1,1,15
8,2,23.4,7.04,123.2,2,11
8,3,22.3,8.07,139.4,2,14
7,3,31.3,7.33,176.0,1,8
1,0,27.3,10.26,119.1,0,15
8,2,17.0,8.67,130.0,2,11
4,3,34.8,8.91,167.1,1,18
8,3,24.2,9.24,139.6,2,18
6,1,40.7,9.96,142.8,1,14
9,5,16.8,7.72,166.5,2,8
4,0,26.6,7.99,130.7,1,7
10,5,22.4,9.5,115.6,2,15
9,3,20.2,10.94,117.2,2,15
4,1,24.1,9.47,156.6,1,11
5,0,42.2,8.55,150.2,1,19
6,2,29.1,6.92,131.1,1,9
8,2,21.7,10.64,121.8,2,18
7,0,13.4,8.62,139.6,1,8
9,2,14.2,8.12,167.3,2,16
4,1,23.7,7.44,128.3,1,13
6,0,22.9,7.77,131.7,1,10
5,3,26.2,8.35,121.2,1,8
10,4,10.0,9.21,137.7,2,14
4,1,27.3,8.05,151.8,1,16
6,2,36.2,9.72,187.3,1,15
2,0,41.0,9.2,149.4,0,16
9,3,12.8,9.49,143.9,2,14
4,0,21.6,7.45,162.3,1,7
4,0,21.2,9.69,158.9,1,18
6,3,29.2,9.71,133.4,1,13
5,2,18.2,8.26,191.0,1,10
9,1,41.5,9.61,144.5,2,8
6,1,28.3,10.42,149.7,1,10
6,2,27.0,9.62,156.0,1,10
2,2,40.7,11.16,151.9,0,19
1,0,27.9,6.89,175.5,0,9
4,1,31.2,8.49,133.2,1,10
10,2,22.0,11.27,160.7,2,11
10,2,17.0,10.59,148.3,2,11
7,2,23.1,10.15,164.7,1,16
7,2,45.5,10.98,140.7,1,13
4,1,33.1,7.2,138.0,1,6
2,1,30.2,10.45,159.6,0,8
1,0,20.2,10.78,152.2,0,17
4,0,35.3,8.71,128.6,1,17
4,4,17.1,12.66,171.9,1,12
2,1,15.5,9.74,159.7,0,9
3,3,23.5,6.87,143.5,0,6
1,0,43.6,9.96,135.6,0,7
7,2,43.2,8.64,152.3,1,15
10,3,24.4,10.9,158.2,2,12
7,5,27.6,10.16,113.1,1,14
5,2,14.9,8.78,152.5,1,5
5,0,28.6,11.3,158.1,1,14
4,2,29.3,10.63,145.5,1,9
2,1,34.3,8.51,148.9,0,14
6,1,35.3,9.32,158.9,1,17
6,0,26.4,10.12,156.6,1,11
1,0,32.4,9.06,161.0,0,16
5,2,22.4,9.1,138.4,1,7
3,3,32.3,9.54,124.2,0,10
2,1,23.9,8.22,109.0,0,10
8,1,31.7,6.82,166.8,2,16
6,1,31.0,9.79,159.1,1,16
7,2,28.6,9.49,168.4,1,5
8,1,34.4,8.31,130.5,2,17
10,2,15.4,7.37,161.1,2,19
9,1,19.5,9.49,114.9,2,7
7,0,25.8,10.01,127.6,1,11
9,1,16.5,9.23,147.5,2,17
5,3,24.7,9.19,158.3,1,9
10,4,25.0,7.92,178.6,2,8
8,1,38.5,8.71,140.2,2,14
7,2,29.1,9.95,127.7,1,13
10,4,36.2,9.44,126.7,2,18
6,0,30.4,10.49,131.2,1,10
8,3,23.7,10.66,189.4,2,15
3,1,29.1,9.49,160.1,0,9
10,1,33.8,7.28,167.3,2,13
7,0,37.5,8.59,145.5,1,12
8,2,26.9,9.38,145.0,2,18
5,0,14.8,8.57,159.0,1,7
9,1,14.3,8.23,134.9,2,10
1,2,25.4,9.58,139.2,0,20
2,3,10.0,12.42,131.5,0,10
6,1,42.4,8.91,136.1,1,9
8,3,32.8,9.5,146.0,2,16
9,4,22.9,7.93,128.6,2,16
5,2,19.1,10.99,150.7,1,6
7,3,36.2,9.49,150.7,1,10
6,0,19.1,10.47,141.4,1,11
10,1,19.9,9.49,128.5,2,15
7,1,21.9,8.99,147.1,1,13
5,2,28.9,9.14,134.9,1,10
10,4,33.0,11.55,145.9,2,23
2,1,37.5,10.26,167.0,0,14
10,2,36.4,6.84,119.9,2,8
2,0,28.0,10.05,188.5,0,12
3,1,36.2,8.8,143.5,0,11
9,3,22.6,10.58,153.2,2,16
8,3,13.4,9.49,145.5,2,9
10,4,22.6,7.41,167.8,2,16
8,1,21.5,9.82,145.5,2,16
7,1,22.9,9.75,137.1,1,10
4,1,20.3,9.94,133.5,1,18
1,0,24.3,10.19,139.6,0,16
2,0,33.0,11.3,153.4,0,10
3,1,27.6,10.0,148.5,0,16
1,1,14.2,9.53,144.2,0,8
6,1,17.7,10.88,130.8,1,9
8,3,27.6,12.19,129.6,2,20
10,2,34.1,10.6,135.8,2,17
5,3,26.4,9.49,154.2,1,12
9,2,22.2,10.02,158.2,2,20
10,4,33.7,9.81,160.9,2,10
9,1,35.7,9.52,145.0,2,17
5,1,27.8,12.1,152.7,1,11
4,0,21.5,8.6,141.6,1,4
10,1,30.2,10.89,110.2,2,14
3,0,26.1,9.35,140.7,0,13
5,1,26.1,7.72,137.5,1,10
1,2,27.6,9.27,124.2,0,13
8,4,35.4,9.49,133.7,2,19
7,2,30.0,10.19,147.7,1,15
1,0,36.3,9.61,122.3,0,8
3,1,38.7,8.27,130.8,0,12
6,1,31.7,11.27,176.0,1,20
6,3,23.9,10.81,112.9,1,5
9,1,36.3,11.4,141.3,2,14
3,1,31.7,9.78,121.7,0,9
10,4,48.8,9.46,130.0,2,21
5,2,30.5,10.34,141.0,1,14
9,2,33.6,8.81,125.2,2,20
3,0,30.3,9.66,156.5,0,12
1,0,27.2,9.29,172.0,0,24
1,0,25.9,9.49,161.8,0,6
4,2,30.4,9.65,145.5,1,14
10,4,32.2,8.97,117.4,2,14
1,0,37.2,9.21,140.1,0,15
4,3,30.5,9.94,154.3,1,13
2,1,24.3,9.49,162.4,0,14
10,2,25.4,8.48,180.1,2,11
7,0,17.4,9.1,166.4,1,11
8,1,41.3,8.58,162.9,2,19
8,3,23.7,8.5,197.7,2,10
7,1,35.7,8.79,146.9,1,19
8,1,30.2,9.26,139.2,2,16
1,0,30.4,10.2,148.5,0,15
9,4,27.1,9.88,126.7,2,24
8,0,21.7,8.23,146.4,2,20
8,3,20.3,11.05,110.5,2,13
4,0,41.8,10.63,145.5,1,15
9,4,27.6,8.42,142.7,2,15
4,0,37.0,10.97,164.0,1,16
1,0,39.1,9.89,167.2,0,16
10,3,24.7,9.31,125.7,2,12
3,0,31.4,9.93,186.5,0,15
2,1,27.6,9.47,148.0,0,7
7,2,18.7,10.15,149.8,1,7
3,1,26.5,9.72,112.6,0,15
9,1,32.7,9.1,132.6,2,19
5,2,24.0,7.07,166.0,1,7
1,1,25.4,10.13,148.4,0,9
10,2,26.6,9.05,147.2,2,24
6,2,44.9,10.43,149.5,1,16
3,1,13.3,10.08,116.1,0,9
7,2,32.0,9.08,145.5,1,5
6,4,26.0,10.73,173.2,1,11
1,0,22.9,9.75,166.7,0,12
8,4,25.8,9.7,142.5,2,12
5,1,33.3,9.33,176.3,1,10
7,0,33.8,11.52,119.8,1,21
9,3,29.5,8.64,125.6,2,15
7,5,36.7,9.11,182.3,1,12
7,1,38.2,8.02,156.6,1,9
3,2,34.5,10.37,139.2,0,14
3,0,23.6,8.8,143.9,0,12
5,2,32.0,8.94,128.9,1,8
9,4,32.0,8.88,150.5,2,13
6,0,21.5,9.58,148.9,1,10
4,1,15.4,8.0,145.4,1,4
8,3,11.8,6.81,121.8,2,4
9,7,28.6,10.05,150.3,2,16
10,2,30.4,6.96,134.4,2,14
3,1,18.5,10.52,145.5,0,7
8,2,36.4,11.37,170.3,2,23
6,2,29.2,9.3,188.4,1,12
5,0,38.8,11.06,183.9,1,14
4,1,31.0,9.47,145.5,1,12
2,0,19.5,11.42,139.7,0,8
3,0,31.7,8.95,143.6,0,14
6,1,27.6,6.66,153.1,1,9
9,0,23.6,9.4,136.6,2,15
9,2,16.5,11.55,171.4,2,19
2,0,28.8,10.14,104.3,0,12
7,3,20.0,8.88,139.1,1,9
1,0,37.0,9.89,161.0,0,10
7,4,24.7,10.67,128.1,1,8
4,0,41.8,9.4,140.2,1,14
5,1,11.0,12.65,156.9,1,11
8,3,29.1,8.88,145.5,2,16
5,0,39.4,10.7,119.1,1,17
9,4,20.9,10.41,145.5,2,14
6,1,26.7,8.66,126.1,1,5
10,2,27.6,8.99,114.2,2,11
7,2,22.5,10.72,115.7,1,10
3,0,30.0,9.67,125.5,0,10
8,4,17.6,9.91,169.7,2,13
5,1,27.1,7.54,138.8,1,10
6,1,32.1,10.29,145.6,1,14
2,0,26.3,9.84,125.9,0,8
2,0,20.0,9.42,157.7,0,14
6,2,36.2,9.93,182.5,1,8
2,0,33.8,9.01,127.2,0,11
10,7,19.7,8.79,179.5,2,11
9,1,17.6,9.21,152.3,2,12
8,0,20.4,8.94,145.3,2,10
8,1,32.4,12.12,153.0,2,15
6,2,30.2,10.59,152.8,1,12
1,1,34.3,8.34,182.1,0,17
4,2,25.4,11.94,155.4,1,8
5,0,20.6,8.98,155.8,1,7
10,2,35.4,9.54,136.6,2,13
3,1,23.6,10.58,161.8,0,17
5,1,29.5,7.14,125.9,1,11
4,1,15.6,9.22,147.2,1,16
2,0,23.4,8.81,202.7,0,14
2,1,36.1,9.75,94.9,0,13
4,1,22.3,9.94,149.7,1,11
1,0,34.5,9.41,150.4,0,9
1,0,10.0,9.35,140.4,0,3
4,1,23.5,10.78,140.9,1,12
3,0,26.6,9.86,146.8,0,11
6,0,41.9,9.55,140.0,1,15
1,0,18.6,9.68,149.4,0,7
4,0,33.4,11.7,145.5,1,16
5,3,36.5,9.49,185.4,1,13
10,2,22.2,8.88,140.0,2,14
7,2,25.0,7.21,156.4,1,9
9,3,27.6,7.78,131.6,2,10
4,1,16.1,8.94,163.7,1,14
5,0,24.4,9.37,159.7,1,14
5,2,38.2,9.49,153.4,1,11
9,5,32.2,9.92,124.5,2,15
10,3,26.7,8.82,130.0,2,10
10,7,27.6,8.4,178.7,2,10
8,0,32.6,10.24,129.7,2,22
6,3,34.2,11.14,157.8,1,12
6,1,23.5,8.17,126.1,1,10
10,5,40.3,9.79,165.2,2,15
3,3,38.5,7.21,131.3,0,10
4,2,33.4,7.73,125.7,1,10
9,3,27.6,8.79,130.8,2,11
4,1,19.8,10.86,133.9,1,11
3,2,25.4,8.57,153.1,0,6
6,1,28.5,8.52,146.4,1,13
4,2,13.9,9.54,123.1,1,5
9,0,32.0,9.54,144.4,2,20
10,0,38.3,8.56,122.1,2,16
4,0,32.6,11.88,157.9,1,18
6,3,22.6,9.18,161.5,1,11
