over_number,wickets_fallen,batsman_avg,bowler_econ,strike_rate,match_phase,runs_in_over
9,4,30.4,6.6,119.7,1,9.0
8,1,40.8,7.62,74.9,1,15.0
4,1,17.3,7.03,143.0,0,5.0
14,3,29.1,8.5,119.0,1,9.0
5,3,42.5,8.0,166.4,0,9.0
6,2,22.1,8.17,129.3,0,4.0
16,9,42.0,8.8,114.8,2,10.0
19,4,23.0,9.78,109.7,2,18.0
14,4,24.7,8.82,142.5,1,13.0
19,6,30.8,9.71,124.5,2,16.0
18,6,47.0,7.27,159.4,2,18.0
10,4,32.4,8.47,125.8,1,5.0
16,4,18.1,5.32,158.3,2,8.0
7,0,20.8,7.86,102.4,1,7.0
10,0,39.5,8.46,95.2,1,10.0
11,4,21.2,8.57,146.6,1,5.0
20,8,41.5,6.11,129.9,2,8.0
17,3,32.6,7.53,124.7,2,11.0
10,3,31.7,7.7,109.8,1,9.0
14,6,32.4,7.49,108.3,1,4.0
5,1,25.6,8.87,142.7,0,10.0
17,4,33.1,7.74,129.6,2,15.0
12,1,22.5,8.12,108.8,1,8.0
11,1,42.8,7.41,145.8,1,5.0
16,4,23.8,9.28,153.5,2,11.0
13,3,35.5,9.37,127.8,1,9.0
2,0,23.7,7.63,150.1,0,13.0
6,4,32.4,11.42,110.0,0,10.0
4,3,29.0,7.08,141.5,0,9.0
15,4,55.9,9.21,133.2,1,11.0
1,0,31.9,6.86,114.2,0,8.0
5,1,25.4,8.93,171.1,0,6.0
12,0,32.4,8.83,134.7,1,17.0
14,2,20.0,6.79,118.2,1,6.0
11,1,30.7,7.84,130.4,1,10.0
18,6,46.8,10.24,112.6,2,13.0
19,3,34.7,7.02,106.9,2,11.0
3,0,39.2,8.48,121.0,0,14.0
20,4,24.7,8.0,122.4,2,7.0
13,4,30.4,7.95,113.9,1,3.0
13,4,33.6,5.92,155.0,1,2.0
2,0,26.2,8.99,114.7,0,10.0
13,3,35.2,8.01,129.9,1,10.0
15,4,36.9,9.32,106.3,1,12.0
12,3,36.3,8.28,104.4,1,6.0
2,0,30.8,8.08,150.5,0,8.0
11,6,40.7,8.45,135.2,1,13.0
19,5,29.9,6.81,143.8,2,11.0
15,9,29.2,9.87,150.4,1,7.0
3,0,43.5,7.55,123.3,0,12.0
20,6,23.1,7.56,129.9,2,11.0
20,9,18.4,9.55,117.5,2,11.0
4,0,25.1,8.3,108.1,0,5.0
17,5,35.1,7.72,137.5,2,11.0
9,3,42.3,8.5,132.9,1,12.0
12,3,26.7,8.75,132.9,1,11.0
9,3,32.4,7.86,150.3,1,13.0
16,4,32.2,9.11,132.1,2,11.0
20,3,31.1,6.48,129.9,2,7.0
16,7,25.2,8.31,157.2,2,13.0
19,7,32.4,8.96,135.3,2,12.0
19,7,30.8,8.75,139.9,2,12.0
2,2,21.3,5.31,101.6,0,3.0
6,4,32.4,7.85,204.4,0,11.0
15,4,35.1,6.54,98.2,1,5.0
12,7,38.4,9.54,119.2,1,7.0
2,1,45.5,7.53,118.6,0,9.0
2,1,36.9,9.41,172.2,0,18.0
11,3,39.8,6.54,129.9,1,10.0
13,4,32.4,8.47,138.8,1,6.0
4,0,37.9,8.01,118.7,0,7.0
4,1,31.7,11.32,109.2,0,13.0
3,0,31.8,9.41,141.4,0,9.0
12,6,33.0,9.34,115.6,1,6.0
1,0,28.8,10.43,134.2,0,13.0
12,3,36.0,8.34,142.5,1,10.0
10,3,36.0,7.88,168.1,1,13.0
10,3,38.6,7.74,104.8,1,10.0
14,4,37.1,8.39,126.9,1,7.0
11,3,32.4,4.68,127.8,1,5.0
15,4,40.4,8.0,130.0,1,4.0
16,1,30.3,8.27,181.4,2,11.0
19,9,35.6,7.81,126.5,2,3.0
16,4,43.3,6.16,79.6,2,10.0
11,7,24.4,7.82,126.0,1,5.0
10,1,48.1,6.16,127.6,1,11.0
5,2,25.8,10.13,125.2,0,13.0
12,4,39.2,7.69,115.6,1,12.0
3,0,32.1,5.52,103.6,0,7.0
19,4,31.6,8.0,173.2,2,14.0
17,4,21.6,9.07,129.9,2,10.0
3,1,39.3,8.21,126.2,0,11.0
16,4,21.7,6.9,172.6,2,12.0
3,1,20.5,7.19,112.6,0,5.0
15,2,41.3,7.66,142.0,1,15.0
2,0,46.3,8.0,105.0,0,10.0
10,4,26.7,6.49,145.0,1,9.0
14,5,40.0,7.92,107.3,1,10.0
15,4,38.4,6.4,139.4,1,12.0
9,1,31.3,9.14,169.1,1,7.0
19,5,42.7,9.29,131.9,2,8.0
16,5,30.7,6.8,86.1,2,7.0
5,1,36.1,7.14,130.7,0,7.0
14,3,22.0,7.49,139.6,1,4.0
15,5,22.3,7.96,148.0,1,7.0
7,2,41.4,8.31,159.5,1,7.0
15,8,36.4,8.56,160.5,1,8.0
18,2,30.9,8.53,127.4,2,20.0
17,9,47.3,9.86,116.8,2,15.0
16,2,47.2,8.07,107.6,2,13.0
13,4,35.5,6.44,119.2,1,8.0
6,1,20.4,6.07,139.5,0,7.0
16,3,32.4,9.96,103.0,2,12.0
8,3,25.3,8.61,111.5,1,9.0
11,2,32.7,8.25,141.2,1,5.0
7,0,24.5,8.54,117.1,1,10.0
7,3,22.4,8.19,137.4,1,5.0
4,4,13.9,8.52,113.7,0,4.0
20,9,33.3,7.55,135.8,2,17.0
3,2,13.6,9.27,114.6,0,5.0
2,1,29.4,7.37,92.0,0,6.0
19,6,37.6,6.92,149.1,2,11.0
12,3,26.2,5.97,116.1,1,4.0
9,3,23.3,7.71,125.0,1,6.0
15,5,31.5,9.52,116.2,1,6.0
8,2,25.4,7.45,140.9,1,7.0
3,1,33.5,6.35,136.7,0,7.0
15,2,23.7,8.34,129.9,1,13.0
4,3,31.2,7.22,119.0,0,10.0
12,2,32.4,8.0,129.0,1,18.0
19,3,31.9,9.29,138.3,2,17.0
19,4,45.1,6.47,160.9,2,12.0
8,4,33.6,7.79,136.1,1,8.0
16,3,36.0,7.09,109.9,2,16.0
13,5,27.0,6.61,135.4,1,4.0
10,4,33.8,7.93,126.7,1,5.0
3,0,29.8,8.98,90.0,0,4.0
8,1,32.2,8.0,129.9,1,14.0
14,6,37.2,7.38,129.9,1,9.0
20,8,28.0,5.35,130.4,2,10.0
1,1,28.8,7.2,124.1,0,11.0
15,3,28.1,8.66,147.7,1,9.0
17,4,28.0,6.39,111.3,2,10.0
20,5,33.4,9.54,102.3,2,8.0
9,2,29.1,7.3,113.5,1,7.0
3,1,44.0,8.23,117.8,0,7.0
6,0,53.4,7.52,128.8,0,11.0
18,7,27.5,6.59,114.0,2,13.0
18,7,34.4,8.53,87.2,2,10.0
13,2,40.3,7.28,78.6,1,8.0
3,0,29.9,7.0,132.5,0,4.0
3,4,24.0,5.15,107.4,0,3.0
10,4,32.4,9.56,89.9,1,8.0
12,6,37.5,8.01,129.9,1,7.0
1,0,34.5,9.33,160.9,0,17.0
14,5,43.6,8.74,128.1,1,12.0
11,3,38.2,9.33,135.4,1,11.0
1,0,31.6,7.32,135.5,0,6.0
2,2,24.2,6.35,83.7,0,4.0
10,2,28.1,8.92,147.8,1,13.0
15,2,41.6,8.16,154.8,1,5.0
17,9,37.5,7.44,166.7,2,24.0
9,3,30.5,8.89,129.9,1,8.0
6,0,46.1,8.37,107.3,0,10.0
20,8,30.7,8.77,157.2,2,15.0
10,7,39.9,6.77,140.0,1,6.0
7,0,33.8,9.17,147.5,1,11.0
9,5,47.5,7.99,117.1,1,10.0
1,0,38.0,9.3,135.4,0,10.0
7,4,32.4,9.16,129.9,1,9.0
11,2,30.6,8.82,129.9,1,7.0
19,7,31.9,7.87,123.0,2,6.0
15,6,26.2,8.85,176.9,1,12.0
16,4,21.1,9.33,141.0,2,8.0
11,4,34.5,8.73,87.0,1,17.0
3,1,27.7,8.24,130.0,0,8.0
8,3,27.7,8.85,137.4,1,3.0
20,7,31.3,7.37,129.9,2,12.0
1,0,32.4,9.82,107.9,0,11.0
18,4,32.4,5.98,143.2,2,7.0
14,3,45.9,8.04,110.8,1,16.0
6,1,37.3,7.51,141.5,0,14.0
16,4,48.9,7.23,109.1,2,14.0
17,4,28.5,8.37,119.3,2,13.0
1,0,38.3,6.65,149.1,0,8.0
3,0,28.9,10.58,139.8,0,12.0
14,2,27.5,6.38,130.6,1,6.0
20,6,49.2,6.86,129.4,2,11.0
1,2,25.9,6.75,131.8,0,6.0
14,1,14.1,8.24,114.2,1,8.0
3,0,26.3,9.22,99.7,0,2.0
14,6,15.9,8.63,141.4,1,7.0
13,4,24.4,9.77,160.6,1,12.0
2,1,25.1,7.01,142.1,0,8.0
14,6,32.3,8.79,135.1,1,8.0
18,4,15.6,7.64,105.8,2,9.0
18,7,41.6,8.27,147.5,2,11.0
1,1,17.0,9.33,139.6,0,8.0
5,1,31.0,5.97,145.2,0,7.0
5,3,29.4,10.39,150.7,0,12.0
10,3,38.6,7.83,161.7,1,4.0
3,0,34.8,6.07,107.7,0,7.0
18,7,41.5,7.17,104.2,2,10.0
16,2,29.1,8.12,133.0,2,13.0
17,4,28.3,7.17,111.5,2,18.0
4,1,35.3,5.54,108.1,0,9.0
1,0,40.2,8.12,154.4,0,6.0
19,5,38.6,7.13,109.8,2,9.0
6,0,34.6,8.78,129.8,0,13.0
14,4,33.9,6.72,97.4,1,9.0
19,5,31.7,10.71,131.3,2,11.0
1,0,35.3,8.62,153.7,0,15.0
1,2,48.3,8.24,154.3,0,9.0
1,1,30.1,8.75,150.9,0,10.0
4,0,29.1,5.81,128.4,0,5.0
2,1,28.5,7.4,152.2,0,3.0
17,5,35.1,10.14,138.6,2,17.0
13,3,15.0,7.62,121.2,1,7.0
20,9,30.9,7.92,137.6,2,10.0
17,2,39.0,7.44,147.7,2,14.0
20,7,27.8,9.76,103.4,2,8.0
5,1,33.5,7.71,108.8,0,4.0
6,0,48.9,6.5,127.1,0,11.0
17,9,34.7,11.09,105.6,2,14.0
5,0,32.4,6.35,105.3,0,5.0
2,1,20.7,7.88,121.6,0,6.0
14,3,30.0,6.99,149.8,1,9.0
17,7,25.6,7.16,149.5,2,10.0
20,6,32.8,6.73,136.4,2,14.0
19,5,29.6,7.35,133.6,2,10.0
3,0,41.3,9.18,171.7,0,7.0
16,6,23.3,5.72,119.2,2,6.0
17,5,32.4,9.51,134.8,2,14.0
14,2,33.7,9.31,118.2,1,10.0
17,1,34.7,8.61,104.3,2,17.0
17,5,33.2,8.15,153.7,2,13.0
9,1,32.4,8.33,123.9,1,4.0
1,0,32.7,9.71,143.9,0,15.0
10,1,30.8,5.91,125.1,1,2.0
5,2,38.9,8.87,154.9,0,14.0
3,0,37.8,7.1,110.1,0,7.0
3,1,33.9,8.99,153.3,0,9.0
14,5,34.5,7.26,147.9,1,6.0
11,3,42.8,8.85,94.1,1,9.0
11,6,41.2,6.14,119.7,1,5.0
15,3,34.2,5.97,150.4,1,5.0
11,4,49.2,7.86,162.7,1,14.0
13,2,27.0,9.72,144.3,1,8.0
2,0,22.5,8.64,122.1,0,9.0
18,4,31.9,8.63,110.6,2,15.0
9,1,29.0,9.03,141.3,1,14.0
4,1,12.3,7.52,121.5,0,4.0
17,5,26.8,8.73,122.3,2,11.0
15,4,34.7,7.3,125.5,1,9.0
2,0,31.5,7.62,147.6,0,11.0
4,0,25.8,7.77,166.1,0,10.0
1,0,32.3,7.35,150.5,0,11.0
6,3,33.0,7.92,130.2,0,15.0
2,2,37.7,7.69,112.0,0,4.0
15,4,26.9,7.15,143.4,1,7.0
11,1,39.0,8.0,163.3,1,11.0
20,3,23.3,8.0,150.1,2,8.0
15,6,28.0,6.68,134.2,1,10.0
13,7,45.6,8.5,120.2,1,4.0
11,3,23.8,7.41,136.9,1,10.0
2,0,26.7,8.24,153.1,0,6.0
2,1,22.0,7.2,129.9,0,5.0
13,4,25.4,9.26,127.9,1,17.0
1,0,33.1,9.15,116.3,0,15.0
1,1,37.7,6.74,181.8,0,8.0
5,0,31.9,8.63,112.2,0,12.0
18,4,29.4,9.74,110.3,2,18.0
10,5,22.1,6.86,133.3,1,4.0
15,4,26.2,6.96,126.0,1,4.0
9,1,19.6,8.88,150.5,1,9.0
4,1,37.9,6.43,151.1,0,13.0
8,2,32.4,7.07,105.7,1,6.0
2,0,31.7,6.78,114.9,0,8.0
16,4,35.5,8.9,112.5,2,4.0
4,1,39.0,7.17,145.7,0,8.0
8,1,32.8,7.66,138.6,1,5.0
20,7,43.1,7.1,122.6,2,15.0
12,1,23.8,9.38,134.3,1,10.0
10,5,29.2,6.97,107.5,1,3.0
11,1,32.4,6.31,115.1,1,4.0
16,5,37.2,6.26,104.0,2,6.0
6,2,20.5,8.83,132.9,0,9.0
13,5,43.6,8.92,132.8,1,15.0
18,3,36.5,9.5,110.3,2,13.0
12,3,32.4,6.49,138.4,1,11.0
9,1,31.7,7.72,151.1,1,11.0
3,0,27.6,10.91,109.4,0,17.0
5,1,37.3,7.64,123.5,0,10.0
19,2,40.2,7.32,140.3,2,12.0
11,4,26.3,7.97,129.9,1,9.0
7,2,16.0,8.64,102.6,1,5.0
9,2,17.4,8.62,121.2,1,5.0
12,8,34.1,7.26,129.9,1,4.0
11,5,44.3,7.3,126.6,1,9.0
14,4,21.6,7.64,127.4,1,9.0
6,3,29.8,7.12,161.3,0,6.0
13,3,29.2,6.52,125.8,1,8.0
9,4,47.4,10.17,95.6,1,9.0
19,5,50.1,7.51,131.8,2,16.0
4,0,35.4,7.58,165.0,0,7.0
3,2,39.2,7.62,126.7,0,15.0
10,4,39.0,7.9,121.2,1,11.0
11,4,21.8,8.52,123.9,1,7.0
14,9,37.6,8.0,141.7,1,3.0
9,5,23.8,8.0,123.8,1,7.0
19,8,30.6,8.72,99.7,2,18.0
10,3,41.1,7.77,116.6,1,8.0
3,1,32.6,7.2,128.7,0,12.0
3,1,40.8,9.3,140.7,0,11.0
20,7,42.4,7.81,118.3,2,13.0
3,2,17.9,6.51,124.1,0,6.0
19,6,14.6,9.23,130.9,2,9.0
6,0,41.3,8.0,114.5,0,11.0
2,1,41.6,9.04,129.9,0,12.0
7,1,34.1,4.98,139.3,1,6.0
13,5,35.1,7.56,106.3,1,8.0
9,1,39.1,9.39,136.1,1,15.0
16,6,32.4,8.01,108.2,2,12.0
13,0,29.6,8.72,108.6,1,16.0
9,4,39.6,8.0,116.7,1,6.0
13,4,29.2,8.42,157.3,1,5.0
20,4,33.9,8.0,95.7,2,10.0
9,1,33.6,8.29,120.7,1,11.0
4,1,25.1,10.45,129.5,0,18.0
9,2,26.1,9.57,153.3,1,11.0
17,9,49.9,8.95,169.0,2,13.0
5,1,24.9,8.97,121.6,0,13.0
19,7,35.0,6.91,140.8,2,11.0
12,6,36.6,7.43,128.1,1,5.0
13,5,31.6,6.16,128.0,1,4.0
7,6,37.4,6.48,135.5,1,4.0
19,3,34.6,6.94,98.3,2,11.0
1,0,25.0,7.97,129.0,0,8.0
6,2,36.3,6.53,139.0,0,10.0
9,6,27.6,7.95,112.8,1,7.0
10,4,45.9,7.82,139.1,1,7.0
10,1,35.4,6.64,95.4,1,10.0
3,1,26.4,9.83,131.9,0,13.0
5,1,34.7,6.41,156.8,0,9.0
2,1,24.6,9.34,125.6,0,10.0
12,3,34.1,5.29,110.4,1,4.0
8,1,30.2,7.83,101.5,1,11.0
12,4,32.4,6.56,137.8,1,6.0
12,4,25.3,7.21,148.6,1,9.0
15,4,51.5,10.17,128.9,1,22.0
11,3,32.7,7.58,120.7,1,4.0
13,1,28.5,6.67,91.4,1,8.0
12,1,27.2,8.59,132.5,1,11.0
14,4,35.8,8.0,116.2,1,11.0
13,5,26.9,8.18,117.4,1,6.0
7,3,23.2,6.9,162.3,1,8.0
5,0,31.7,6.96,94.0,0,8.0
16,6,31.7,7.05,96.6,2,9.0
7,1,32.4,8.96,134.6,1,9.0
11,3,24.9,7.73,129.9,1,8.0
4,1,28.9,6.74,119.6,0,5.0
9,2,28.2,8.19,135.5,1,8.0
11,7,27.1,8.1,135.1,1,8.0
13,9,34.2,8.69,129.9,1,8.0
11,2,49.8,7.42,118.2,1,4.0
8,0,42.7,7.91,129.9,1,13.0
20,9,47.5,8.51,133.3,2,11.0
11,1,27.5,6.79,139.7,1,8.0
17,2,45.4,9.06,118.3,2,23.0
15,3,33.8,8.02,136.9,1,12.0
12,2,39.9,6.68,149.0,1,7.0
18,2,35.7,6.67,130.9,2,14.0
3,1,29.3,7.88,127.9,0,6.0
19,5,37.8,7.34,125.3,2,9.0
18,2,35.9,8.0,117.7,2,15.0
11,1,17.9,7.66,111.2,1,8.0
15,6,31.0,8.36,124.0,1,6.0
11,4,39.0,6.98,139.0,1,7.0
6,3,34.2,7.97,112.2,0,10.0
16,4,35.8,9.58,128.5,2,18.0
5,0,26.0,7.82,126.2,0,7.0
7,0,34.0,8.0,165.6,1,8.0
11,6,31.2,6.96,144.5,1,5.0
17,7,30.4,8.0,144.1,2,14.0
8,4,26.6,9.69,148.4,1,8.0
10,3,39.3,6.36,119.1,1,9.0
1,0,34.8,7.94,157.5,0,12.0
3,1,34.0,5.94,133.2,0,9.0
2,0,48.4,7.51,129.1,0,13.0
2,0,35.8,8.32,105.7,0,12.0
18,6,41.6,6.1,122.0,2,10.0
17,7,34.2,7.47,94.7,2,10.0
17,5,29.2,8.35,125.0,2,15.0
2,1,23.5,8.0,118.5,0,6.0
2,0,33.9,8.41,122.0,0,10.0
6,2,10.7,6.83,102.3,0,4.0
12,3,34.2,8.35,144.1,1,10.0
7,1,34.5,7.28,141.9,1,4.0
10,2,30.3,8.86,163.8,1,12.0
4,3,31.3,5.23,163.2,0,9.0
15,6,22.0,7.65,133.1,1,5.0
7,2,43.1,8.12,150.5,1,6.0
2,0,29.3,9.62,135.2,0,10.0
15,8,24.2,8.1,121.5,1,1.0
19,5,36.4,8.23,124.4,2,15.0
1,0,32.9,8.45,142.8,0,14.0
9,1,29.1,9.5,211.8,1,8.0
17,4,28.3,7.54,129.9,2,14.0
15,4,32.0,6.32,134.9,1,5.0
18,4,42.8,6.09,139.7,2,12.0
9,5,35.8,8.8,139.5,1,6.0
8,3,31.7,8.27,128.2,1,6.0
15,7,38.8,7.69,145.1,1,10.0
4,1,32.2,7.3,126.9,0,8.0
5,2,35.2,8.22,109.8,0,9.0
13,7,33.2,8.25,139.6,1,7.0
14,6,36.7,8.58,142.3,1,5.0
3,0,28.4,6.67,127.1,0,15.0
11,5,22.9,5.88,136.2,1,4.0
8,4,39.3,6.9,149.2,1,11.0
11,2,44.0,6.38,129.0,1,3.0
20,4,23.3,8.0,121.1,2,9.0
2,3,33.4,9.88,115.8,0,13.0
20,3,32.4,5.28,124.9,2,13.0
9,5,39.1,8.56,160.7,1,4.0
16,3,34.0,9.09,126.0,2,14.0
9,7,58.6,9.18,137.2,1,8.0
7,0,29.6,8.33,123.5,1,9.0
16,5,44.3,9.58,121.8,2,18.0
14,3,45.1,10.14,112.4,1,13.0
3,0,36.3,7.64,129.9,0,11.0
15,2,32.3,8.54,119.7,1,12.0
16,3,32.8,8.0,155.5,2,10.0
8,3,32.1,6.97,127.8,1,9.0
19,7,41.1,7.71,129.1,2,9.0
13,1,25.0,7.25,126.4,1,7.0
7,1,30.7,8.55,137.4,1,6.0
1,0,29.7,5.72,159.8,0,7.0
14,7,18.2,8.0,109.2,1,4.0
5,2,38.9,8.0,135.6,0,11.0
16,2,40.5,8.71,98.6,2,10.0
11,2,26.9,5.16,154.5,1,8.0
10,5,40.2,6.75,127.8,1,10.0
4,2,19.3,8.0,100.1,0,7.0
15,9,32.2,7.79,104.5,1,11.0
4,0,31.0,5.93,146.3,0,9.0
9,5,32.7,8.0,96.7,1,6.0
17,5,32.7,8.81,135.6,2,10.0
19,8,31.4,8.64,121.4,2,8.0
20,9,28.9,7.82,126.1,2,5.0
20,8,31.1,8.0,116.5,2,10.0
12,2,42.9,7.16,110.9,1,10.0
5,2,27.4,8.65,120.3,0,11.0
17,7,50.0,8.16,141.4,2,13.0
17,8,26.9,7.84,124.1,2,2.0
20,3,33.9,7.55,138.4,2,13.0
14,1,36.6,7.59,125.2,1,12.0
3,0,29.7,8.04,142.2,0,7.0
11,9,43.1,7.65,138.3,1,6.0
9,4,36.4,8.88,119.2,1,9.0
17,0,30.4,7.36,110.9,2,19.0
8,1,43.0,9.88,149.1,1,18.0
7,1,23.9,7.3,113.7,1,5.0
2,1,27.5,9.1,140.0,0,14.0
17,3,36.5,9.16,130.6,2,10.0
16,6,38.4,8.2,120.7,2,21.0
1,0,34.6,8.09,138.6,0,8.0
9,3,31.0,7.13,157.4,1,13.0
10,1,30.0,7.38,142.5,1,7.0
10,1,41.1,8.26,132.6,1,10.0
19,7,33.9,7.95,162.4,2,9.0
4,0,25.0,9.42,96.5,0,6.0
7,3,24.6,7.45,107.8,1,6.0
4,1,44.1,7.53,120.7,0,13.0
5,1,26.2,6.0,158.4,0,9.0
19,5,34.2,8.77,148.9,2,7.0
19,3,32.4,8.66,95.7,2,16.0
1,0,36.3,9.17,121.3,0,14.0
13,2,25.9,8.0,103.5,1,6.0
5,3,23.9,8.95,129.2,0,9.0
4,1,47.0,9.0,129.9,0,16.0
6,1,23.7,8.73,149.5,0,16.0
4,2,27.6,8.92,135.4,0,6.0
10,6,35.0,5.79,121.5,1,5.0
20,7,30.2,6.68,128.1,2,12.0
12,5,36.6,6.48,143.7,1,5.0
15,1,32.4,9.52,176.9,1,14.0
10,2,30.3,7.06,106.3,1,4.0
1,0,37.4,7.25,161.8,0,7.0
2,0,37.4,8.01,134.9,0,11.0
6,0,27.4,6.51,146.4,0,5.0
5,2,23.8,8.46,133.7,0,10.0
17,8,33.7,5.44,158.1,2,11.0
17,3,21.5,6.59,136.6,2,11.0
18,8,42.3,8.24,117.0,2,11.0
13,3,33.3,6.51,139.0,1,5.0
12,2,26.4,9.56,152.5,1,10.0
13,5,23.6,8.06,130.0,1,8.0
9,6,26.9,9.36,88.5,1,5.0
14,8,19.5,8.43,127.7,1,8.0
16,7,36.0,7.99,132.0,2,11.0
16,2,25.6,6.8,129.1,2,10.0
13,4,35.2,9.11,120.1,1,13.0
2,0,36.3,8.53,156.5,0,8.0
15,6,39.7,10.5,82.5,1,12.0
8,0,34.0,8.99,129.9,1,7.0
15,3,41.0,7.52,132.2,1,10.0
11,4,43.1,8.35,171.9,1,8.0
18,8,34.1,8.51,129.7,2,14.0
7,4,34.5,9.4,138.9,1,12.0
19,7,27.5,9.59,132.5,2,10.0
17,4,24.1,7.81,131.9,2,6.0
7,1,42.3,6.54,165.3,1,16.0
10,2,36.8,5.78,107.8,1,5.0
11,0,37.5,6.63,116.7,1,10.0
16,4,27.3,7.29,145.1,2,10.0
14,4,45.0,9.81,135.1,1,9.0
18,9,30.2,9.82,124.3,2,7.0
8,5,25.6,9.15,128.6,1,8.0
11,1,32.4,9.48,148.3,1,13.0
9,3,44.6,7.15,139.7,1,12.0
19,5,23.1,8.0,115.7,2,17.0
7,3,26.0,6.79,134.8,1,3.0
12,2,55.2,5.56,129.0,1,10.0
3,0,39.5,6.66,139.4,0,10.0
18,7,26.1,7.39,123.6,2,14.0
8,1,32.4,8.2,105.8,1,11.0
7,3,18.6,8.16,143.4,1,6.0
12,3,32.8,7.17,141.0,1,9.0
10,5,37.8,8.68,158.3,1,9.0
17,8,44.2,7.2,103.7,2,7.0
11,3,16.8,8.01,128.6,1,7.0
11,3,21.4,6.67,125.4,1,4.0
3,0,31.0,9.31,122.1,0,11.0
1,2,54.3,8.03,99.2,0,18.0
8,1,39.1,8.81,108.7,1,7.0
20,6,35.0,6.54,135.4,2,11.0
19,6,22.2,8.21,120.0,2,13.0
13,5,15.0,8.69,113.5,1,8.0
13,2,32.3,5.55,158.6,1,5.0
8,2,31.2,9.4,177.5,1,15.0
4,1,29.9,6.5,128.9,0,14.0
1,0,29.0,8.25,100.0,0,8.0
7,0,26.0,10.15,137.9,1,15.0
7,2,24.2,9.15,88.3,1,4.0
4,1,43.1,6.21,103.0,0,8.0
6,1,24.9,7.79,138.3,0,6.0
1,0,29.8,9.48,102.3,0,11.0
13,6,31.7,7.02,124.1,1,9.0
19,9,37.7,7.57,100.3,2,8.0
14,3,25.2,7.53,131.1,1,7.0
9,3,39.8,8.68,152.5,1,9.0
9,2,27.4,6.16,117.7,1,7.0
7,1,30.7,8.75,129.6,1,9.0
3,0,32.4,7.25,113.7,0,11.0
12,1,24.2,7.99,115.1,1,17.0
12,5,37.8,7.73,113.4,1,5.0
1,2,40.0,8.72,145.7,0,12.0
9,2,34.5,7.97,101.7,1,11.0
6,1,31.1,9.73,123.4,0,15.0
4,3,32.4,9.19,138.2,0,14.0
15,6,31.9,7.05,148.2,1,6.0
11,3,33.6,9.64,138.8,1,11.0
13,4,29.3,8.38,128.5,1,7.0
15,7,33.2,8.2,118.6,1,13.0
20,2,39.7,9.02,148.5,2,19.0
17,6,29.8,6.75,112.7,2,10.0
13,3,15.1,6.34,113.0,1,6.0
18,5,36.1,8.0,157.0,2,14.0
10,4,23.4,7.27,137.2,1,2.0
20,6,37.9,10.49,137.9,2,22.0
16,4,32.0,8.0,142.0,2,8.0
14,5,39.5,8.05,128.1,1,7.0
19,9,24.4,8.0,101.2,2,2.0
11,0,27.7,9.48,135.0,1,10.0
15,1,29.3,6.81,129.6,1,6.0
6,3,20.1,6.07,112.8,0,6.0
20,5,40.9,9.67,108.2,2,13.0
13,4,19.0,8.1,129.1,1,6.0
16,7,40.8,8.97,102.8,2,12.0
10,6,35.4,9.03,127.1,1,7.0
18,3,30.4,9.24,124.7,2,16.0
2,0,32.4,7.55,127.6,0,11.0
3,0,34.5,7.22,138.1,0,11.0
11,4,28.8,5.6,142.4,1,4.0
15,2,34.4,6.81,115.8,1,7.0
17,5,37.8,8.07,147.4,2,12.0
9,5,32.4,7.16,125.6,1,3.0
13,2,34.8,6.63,165.1,1,14.0
12,0,11.0,8.06,118.3,1,10.0
20,7,16.6,9.61,97.8,2,14.0
14,5,36.5,7.93,146.7,1,8.0
9,2,28.7,6.64,129.9,1,8.0
20,7,25.2,9.53,154.0,2,11.0
3,2,31.6,7.07,136.2,0,6.0
20,2,28.8,9.78,176.8,2,13.0
4,1,24.1,7.68,126.2,0,7.0
6,3,18.9,8.12,150.9,0,5.0
17,9,16.3,9.87,119.5,2,9.0
15,8,37.9,8.0,139.8,1,7.0
20,9,28.6,6.74,143.6,2,11.0
15,4,32.4,7.61,146.7,1,6.0
13,3,28.5,7.83,145.5,1,13.0
7,0,34.8,11.17,65.3,1,22.0
1,1,31.0,6.93,128.6,0,2.0
3,2,32.4,6.43,118.5,0,4.0
6,0,32.7,6.88,122.4,0,6.0
1,0,28.4,8.28,124.3,0,8.0
11,4,22.2,8.59,149.5,1,12.0
16,5,38.1,7.15,134.1,2,11.0
20,6,44.7,8.03,129.9,2,10.0
10,4,45.3,10.33,100.6,1,8.0
18,8,27.6,8.04,160.7,2,8.0
20,8,26.1,8.39,117.1,2,8.0
18,8,27.6,8.0,127.4,2,8.0
10,3,30.6,7.16,172.8,1,7.0
7,0,31.6,7.08,117.6,1,10.0
20,5,24.0,7.44,124.5,2,7.0
5,1,20.2,7.37,134.6,0,9.0
9,2,32.4,5.81,97.9,1,7.0
2,1,10.0,8.17,95.6,0,2.0
16,4,32.4,8.26,120.4,2,13.0
13,5,24.4,7.78,121.1,1,10.0
2,0,38.2,8.3,132.7,0,8.0
5,3,40.4,8.31,110.4,0,10.0
12,2,40.6,6.42,138.7,1,8.0
11,3,29.2,8.35,86.9,1,4.0
17,5,22.9,8.67,128.6,2,7.0
6,2,32.4,6.08,137.2,0,8.0
19,5,34.3,9.76,136.6,2,17.0
9,6,18.8,6.52,126.7,1,9.0
17,8,43.1,6.63,116.8,2,12.0
5,1,29.4,8.24,126.2,0,7.0
1,0,36.0,8.64,154.7,0,5.0
