overs_played,wickets_lost,avg_batting_avg,avg_bowling_avg,avg_strike_rate,avg_economy,powerplay_runs,middle_overs_runs,total_innings_runs,team_batting_avg,team_bowling_avg,total_run_avg,overs_batted
44,8,39.4,33.1,83.3,5.84,60,150,235,36.3,32.5,5.34,44
39,4,45.0,33.2,75.8,6.0,50,133,233,51.8,29.7,5.97,39
32,6,33.5,30.5,81.4,5.74,60,108,175,29.7,38.9,5.47,32
40,3,37.7,29.4,92.9,5.54,60,85,220,53.3,31.3,5.5,40
45,2,44.0,32.0,108.7,5.82,60,101,269,80.0,34.5,5.98,45
47,5,43.8,30.4,111.5,5.37,60,150,279,50.8,37.7,5.94,47
46,7,40.8,28.2,92.8,5.69,60,150,243,38.2,31.9,5.28,46
39,2,41.1,36.4,63.3,5.06,60,149,213,79.6,35.7,5.46,39
38,4,35.4,45.4,90.3,4.14,49,112,179,38.0,50.0,4.71,38
45,3,45.7,32.8,88.0,6.88,44,150,266,72.0,26.4,5.91,45
39,1,46.4,29.8,90.1,4.97,60,143,228,80.0,28.5,5.85,39
36,6,24.1,33.1,83.1,4.89,50,140,181,25.0,40.4,5.03,36
44,3,36.0,25.7,92.8,5.22,52,142,249,67.9,28.9,5.66,44
40,4,49.3,31.9,89.6,4.13,33,132,238,58.9,35.8,5.95,40
44,4,40.9,35.8,107.2,6.17,52,149,239,50.4,33.4,5.43,44
42,4,31.8,28.1,99.3,5.49,60,150,225,47.0,27.7,5.36,42
38,5,33.1,38.4,97.7,5.11,60,150,190,37.0,41.0,5.0,38
33,1,32.7,37.0,112.5,5.3,60,150,197,80.0,29.8,5.97,33
50,6,45.8,27.6,111.5,6.21,60,150,279,37.1,36.3,5.58,50
49,7,39.4,31.1,51.9,6.66,60,150,249,36.7,34.9,5.08,49
50,3,35.6,39.6,108.9,6.98,60,150,281,69.0,37.4,5.62,50
46,8,36.0,32.1,87.2,6.69,60,87,249,33.9,33.8,5.41,46
41,3,40.8,32.4,128.7,3.83,60,139,229,59.7,33.8,5.59,41
50,5,39.1,32.1,89.3,9.0,31,150,259,52.5,30.8,5.18,50
49,3,24.4,29.1,85.2,5.01,60,150,270,69.8,30.6,5.51,49
27,4,41.5,36.3,99.3,4.47,60,150,148,37.2,29.7,5.48,27
50,5,31.4,34.6,117.8,6.39,60,139,277,49.0,38.6,5.54,50
45,4,47.4,36.6,87.1,4.5,60,150,247,61.6,35.5,5.49,45
46,4,42.9,24.6,104.6,6.97,60,150,271,52.3,24.0,5.89,46
47,5,31.5,29.7,93.4,6.65,60,145,255,44.5,30.0,5.43,47
37,4,32.2,35.8,95.9,6.68,60,141,195,45.2,34.5,5.27,37
36,2,45.3,33.1,68.2,6.47,60,150,213,80.0,34.9,5.92,36
23,1,40.1,38.1,107.9,5.29,60,143,145,80.0,34.2,6.3,23
47,3,32.5,26.3,106.1,5.29,60,121,267,65.7,30.3,5.68,47
47,4,41.1,28.1,78.5,5.37,60,137,261,55.3,31.0,5.55,47
45,4,28.4,27.8,117.0,5.91,60,148,250,43.1,31.0,5.56,45
44,6,36.0,33.8,95.1,4.7,60,150,248,39.4,33.3,5.64,44
48,3,34.6,35.3,91.0,5.71,60,125,270,71.3,27.8,5.62,48
38,5,44.8,36.3,87.7,4.09,60,130,211,42.0,33.5,5.55,38
22,6,46.9,29.0,86.2,5.42,53,150,122,32.9,22.9,5.55,22
50,6,49.6,32.2,99.6,7.59,56,148,268,47.5,32.6,5.36,50
45,7,31.8,28.1,63.1,5.79,60,76,207,29.7,25.4,4.6,45
45,1,29.0,33.3,73.3,6.23,60,146,233,80.0,38.8,5.18,45
42,4,32.7,29.1,107.7,4.63,52,77,230,43.8,32.3,5.48,42
24,6,27.1,34.2,69.6,4.57,60,150,102,25.6,36.7,4.25,24
50,4,38.7,40.5,102.2,5.82,54,131,273,54.8,36.4,5.46,50
47,4,35.0,42.5,85.5,8.27,60,82,251,54.9,44.0,5.34,47
44,8,28.9,26.1,68.9,4.85,60,150,229,32.4,33.1,5.2,44
41,3,35.9,25.9,92.3,8.37,60,150,229,62.8,27.4,5.59,41
41,7,26.3,34.7,100.0,4.5,49,150,206,30.5,35.5,5.02,41
46,7,44.7,28.8,75.2,5.58,60,150,239,45.1,34.3,5.2,46
50,5,43.7,28.2,84.9,5.69,60,147,262,50.9,23.8,5.24,50
50,2,41.5,38.5,92.2,4.9,60,62,290,80.0,41.9,5.8,50
50,3,33.4,35.6,69.9,5.07,51,150,263,62.1,34.6,5.26,50
50,3,28.7,29.9,104.9,5.07,60,150,265,61.9,35.6,5.3,50
43,4,36.0,33.1,75.5,5.91,33,141,238,56.6,32.7,5.53,43
43,4,37.8,23.9,112.4,5.73,41,83,242,50.0,31.0,5.63,43
47,6,36.7,31.2,57.8,4.72,60,150,253,44.3,32.4,5.38,47
37,5,39.9,42.9,115.3,4.08,60,121,188,39.0,39.2,5.08,37
33,1,36.8,28.0,83.5,5.16,60,150,189,80.0,26.8,5.73,33
46,5,31.8,27.6,90.8,4.6,60,150,249,46.6,30.2,5.41,46
47,6,38.1,31.7,72.6,5.28,58,135,249,41.2,28.3,5.3,47
50,6,48.4,28.6,99.4,4.78,60,150,308,54.5,28.4,6.16,50
48,1,41.6,25.1,84.8,5.04,46,150,276,80.0,25.7,5.75,48
38,1,34.9,34.4,103.5,6.01,60,150,214,80.0,35.7,5.63,38
38,9,34.2,23.2,88.8,4.8,60,150,202,24.5,19.6,5.32,38
50,2,29.5,31.0,92.2,4.95,60,97,283,80.0,27.8,5.66,50
30,1,29.9,36.8,104.6,6.64,60,150,173,80.0,39.4,5.77,30
31,6,26.6,30.8,95.0,5.17,54,132,152,26.8,33.9,4.9,31
33,4,39.3,30.7,71.9,3.59,60,124,181,47.5,29.5,5.48,33
46,2,34.7,34.6,90.3,4.8,60,150,248,80.0,33.8,5.39,46
38,4,45.2,33.0,102.2,4.66,60,150,232,52.7,37.0,6.11,38
50,4,28.9,21.1,70.3,4.92,60,126,274,49.1,22.7,5.48,50
38,3,40.2,34.2,93.1,4.44,44,150,228,63.4,39.0,6.0,38
35,9,39.7,28.8,99.4,5.64,60,150,194,29.5,27.6,5.54,35
39,2,38.4,19.0,97.8,5.01,50,92,243,80.0,19.7,6.23,39
48,3,39.0,33.1,93.5,6.21,60,111,277,69.7,36.0,5.77,48
49,4,39.6,31.2,111.9,6.27,60,140,261,53.0,33.1,5.33,49
50,3,34.9,32.3,96.5,5.78,60,150,282,70.8,33.8,5.64,50
30,3,39.6,29.4,81.6,5.43,60,144,173,48.3,30.6,5.77,30
45,8,45.1,26.2,95.8,6.95,60,148,236,35.0,23.4,5.24,45
43,6,22.0,32.9,84.8,5.73,60,150,219,35.2,35.8,5.09,43
34,7,34.8,32.9,93.2,5.5,50,150,168,28.3,35.9,4.94,34
43,1,38.7,31.6,101.9,6.51,60,150,256,80.0,29.7,5.95,43
45,0,32.4,34.9,108.9,6.96,39,56,274,80.0,35.9,6.09,45
38,0,29.2,26.8,109.8,5.34,43,126,228,80.0,27.6,6.0,38
38,4,35.3,24.6,91.2,6.45,52,150,233,47.7,27.7,6.13,38
50,4,35.5,31.9,70.3,5.25,60,150,273,52.3,25.1,5.46,50
49,4,41.0,28.6,71.4,5.49,60,109,283,58.6,29.2,5.78,49
40,5,37.2,34.3,101.3,4.88,60,137,213,42.7,36.1,5.32,40
39,4,41.1,33.0,83.1,6.29,28,150,233,56.4,33.7,5.97,39
32,6,37.6,32.4,80.2,5.94,60,150,168,30.0,36.7,5.25,32
41,7,50.7,30.5,78.7,5.7,60,128,232,36.9,25.8,5.66,41
47,8,35.4,31.5,86.4,4.92,57,146,254,37.6,36.3,5.4,47
35,8,39.4,27.2,70.6,4.17,60,150,184,34.6,30.2,5.26,35
37,10,39.3,31.3,67.7,5.3,49,150,187,28.5,28.0,5.05,37
36,5,26.3,31.1,81.6,4.92,46,133,203,29.5,23.9,5.64,36
45,5,31.0,33.1,97.2,3.69,60,111,225,34.4,36.4,5.0,45
45,4,39.6,30.7,111.1,5.36,60,112,250,56.2,31.4,5.56,45
40,3,22.3,25.6,96.2,6.22,60,141,203,49.0,22.5,5.08,40
27,6,38.5,30.0,94.8,4.34,60,115,141,25.1,32.5,5.22,27
40,8,31.9,32.2,72.0,6.24,56,150,178,27.8,29.9,4.45,40
36,2,35.9,41.2,110.6,5.96,60,150,193,74.5,41.1,5.36,36
47,7,42.7,35.9,99.2,6.79,37,118,240,36.5,26.8,5.11,47
38,6,42.6,32.1,59.5,5.74,60,150,191,39.2,35.0,5.03,38
29,2,41.0,35.4,80.8,5.75,49,150,147,61.5,35.4,5.07,29
49,5,43.0,42.0,70.6,4.92,60,150,277,49.3,46.2,5.65,49
28,1,39.5,30.4,87.9,6.55,41,150,154,80.0,26.5,5.5,28
41,6,32.1,31.1,112.0,5.3,60,150,215,35.5,33.6,5.24,41
39,7,35.7,27.2,100.7,3.65,60,111,206,34.1,29.2,5.28,39
22,3,45.6,25.8,78.9,6.01,60,91,126,40.3,28.6,5.73,22
40,4,33.3,41.5,116.6,6.19,60,150,233,47.4,41.0,5.82,40
50,4,40.8,39.8,98.2,5.22,60,147,290,58.9,40.4,5.8,50
47,3,41.6,30.6,97.4,7.09,60,150,256,63.5,24.3,5.45,47
44,4,34.9,25.3,55.5,4.61,56,97,231,53.1,26.8,5.25,44
50,4,32.3,27.9,55.2,6.41,60,150,260,52.7,26.8,5.2,50
49,9,38.5,30.8,78.8,6.48,60,130,252,30.2,18.4,5.14,49
45,8,31.8,26.9,87.8,3.63,42,150,246,34.0,35.3,5.47,45
50,7,30.4,38.7,99.9,5.65,60,150,256,34.2,38.4,5.12,50
39,4,44.5,28.4,92.9,4.13,60,129,233,56.2,32.4,5.97,39
50,4,51.5,32.4,88.5,6.19,55,116,275,54.7,32.5,5.5,50
41,6,38.0,30.2,85.1,6.24,38,150,224,33.5,29.1,5.46,41
46,7,40.6,35.5,79.6,5.64,60,146,254,38.3,31.3,5.52,46
27,5,31.1,35.2,73.9,5.95,51,118,141,28.8,33.1,5.22,27
43,8,40.4,35.3,89.8,5.8,49,146,219,28.8,39.6,5.09,43
32,2,36.5,38.9,98.2,5.09,60,150,171,67.2,41.7,5.34,32
28,2,41.7,37.9,89.2,4.95,60,126,159,70.1,35.5,5.68,28
47,5,50.6,25.7,84.0,4.54,60,107,283,54.2,29.9,6.02,47
34,2,32.2,33.5,103.0,5.5,60,131,201,71.3,26.6,5.91,34
20,4,34.8,27.6,90.4,4.98,60,115,119,37.3,21.2,5.95,20
27,3,36.3,28.2,72.5,5.36,49,150,136,36.1,21.8,5.04,27
50,3,46.7,35.7,86.5,5.59,48,87,269,76.7,32.4,5.38,50
47,3,39.4,38.3,86.8,6.69,53,150,263,72.4,34.2,5.6,47
29,7,41.5,32.3,86.3,5.13,60,81,133,29.1,36.3,4.59,29
50,5,31.4,26.1,94.7,3.88,58,121,289,52.0,22.9,5.78,50
34,6,32.3,27.9,112.0,4.48,53,150,176,29.4,30.2,5.18,34
40,5,42.5,29.3,103.3,4.91,54,85,225,42.8,27.3,5.62,40
38,9,41.1,32.7,107.2,6.18,60,121,210,28.3,32.4,5.53,38
43,9,40.4,28.2,83.0,4.84,54,143,213,28.5,29.0,4.95,43
45,5,37.9,35.2,74.6,6.07,60,142,215,36.9,34.9,4.78,45
32,5,36.4,24.4,117.9,4.45,60,79,171,36.1,26.7,5.34,32
40,5,35.4,35.9,84.5,7.23,60,81,210,41.5,32.1,5.25,40
41,6,46.9,34.0,51.2,5.87,40,139,201,38.0,34.0,4.9,41
50,7,32.0,32.7,79.5,5.96,60,150,248,37.4,34.8,4.96,50
42,9,44.4,31.0,68.6,5.61,56,150,222,36.5,35.5,5.29,42
45,3,38.4,36.1,103.3,5.37,60,144,250,63.4,36.7,5.56,45
48,1,33.2,21.9,117.3,5.64,55,150,278,80.0,23.1,5.79,48
38,3,38.0,31.4,80.7,5.8,40,150,204,56.4,30.6,5.37,38
43,8,30.2,34.9,81.2,4.89,60,150,211,23.7,29.7,4.91,43
47,7,41.5,39.6,82.9,5.95,60,150,223,36.4,40.3,4.74,47
42,4,38.0,28.2,97.6,5.43,52,146,236,48.6,29.7,5.62,42
50,4,49.6,31.2,72.4,4.68,60,150,297,59.5,34.2,5.94,50
28,2,39.8,33.7,101.6,4.87,60,103,178,70.2,34.3,6.36,28
45,3,29.7,30.7,109.8,4.7,60,150,246,54.0,30.5,5.47,45
41,5,35.5,36.3,95.4,5.15,57,141,215,43.1,34.1,5.24,41
43,6,35.6,35.3,85.4,5.93,29,150,239,39.3,38.5,5.56,43
50,4,35.8,36.9,98.0,5.09,38,107,283,52.1,33.3,5.66,50
49,6,39.1,37.8,63.7,6.68,54,150,237,36.3,45.2,4.84,49
28,5,31.9,29.4,84.8,6.31,60,150,141,30.7,35.5,5.04,28
50,2,36.8,27.1,81.1,6.15,60,150,294,80.0,27.0,5.88,50
38,5,40.1,41.4,95.4,7.15,60,150,204,40.0,48.9,5.37,38
47,7,33.2,23.9,103.0,3.34,60,100,234,37.8,23.7,4.98,47
50,3,37.4,33.8,103.4,4.91,60,135,281,69.0,30.7,5.62,50
34,2,38.4,26.1,63.2,4.46,60,150,197,74.1,30.3,5.79,34
40,2,36.9,25.6,79.2,6.7,51,120,232,80.0,26.8,5.8,40
47,1,43.7,34.8,122.3,4.18,60,150,285,80.0,40.8,6.06,47
48,9,43.7,36.1,99.1,5.48,60,132,262,32.9,37.6,5.46,48
48,5,40.7,23.7,104.4,5.14,60,150,276,50.5,24.7,5.75,48
43,4,39.3,29.4,71.9,6.2,60,103,242,52.7,32.8,5.63,43
46,4,40.1,38.2,66.7,7.02,60,150,246,49.7,33.7,5.35,46
46,5,30.5,30.8,113.3,6.73,60,123,264,47.9,31.4,5.74,46
39,4,37.0,28.1,97.7,5.17,60,84,229,45.0,21.4,5.87,39
37,1,47.0,24.3,101.7,6.87,60,124,225,80.0,30.7,6.08,37
43,5,35.8,37.0,79.1,5.19,60,150,224,37.9,34.8,5.21,43
40,7,30.7,24.1,85.4,4.06,39,150,204,31.1,28.2,5.1,40
32,1,27.8,36.0,109.0,4.22,43,82,178,80.0,40.2,5.56,32
50,5,45.1,35.8,86.6,4.3,56,150,262,51.2,39.7,5.24,50
37,3,35.9,30.1,57.3,6.59,60,150,182,47.7,37.5,4.92,37
39,3,32.6,35.7,83.0,4.6,58,150,217,57.0,38.9,5.56,39
50,4,25.2,32.1,61.1,5.21,60,150,240,42.1,27.3,4.8,50
50,5,37.8,27.2,79.3,5.06,60,124,271,46.6,31.1,5.42,50
44,2,40.8,34.7,99.1,7.61,60,110,262,80.0,33.4,5.95,44
50,5,31.0,31.2,95.5,6.56,60,150,286,44.0,35.4,5.72,50
43,6,44.6,29.9,87.3,3.35,60,140,217,34.5,32.9,5.05,43
42,4,36.0,31.0,74.2,6.29,56,150,210,44.2,26.3,5.0,42
50,5,33.2,26.1,102.7,5.98,58,120,283,49.3,25.8,5.66,50
38,7,43.1,36.7,88.0,4.68,60,150,191,35.1,34.5,5.03,38
40,6,42.3,36.7,106.0,4.65,58,150,218,43.4,38.6,5.45,40
27,2,51.2,28.3,103.1,4.77,43,119,181,77.9,29.7,6.7,27
39,3,35.5,30.6,92.1,4.72,60,130,221,60.8,38.6,5.67,39
37,8,41.9,37.3,69.9,5.41,35,150,173,28.8,35.8,4.68,37
41,2,35.9,34.3,108.0,5.9,60,150,249,80.0,40.6,6.07,41
27,4,37.9,30.3,66.4,5.28,60,150,131,41.2,34.4,4.85,27
40,2,35.4,33.7,102.1,4.72,60,117,218,80.0,33.1,5.45,40
50,4,36.2,31.1,89.4,3.18,60,150,266,54.9,29.2,5.32,50
46,1,32.0,36.7,93.5,2.91,46,150,236,80.0,39.6,5.13,46
48,3,32.1,32.0,95.5,5.85,40,150,269,68.2,37.3,5.6,48
41,5,43.4,31.3,108.9,5.33,60,150,240,43.7,29.3,5.85,41
37,4,33.9,33.3,71.7,5.36,60,150,182,46.2,40.5,4.92,37
31,4,39.2,32.0,73.5,5.69,50,150,159,34.9,35.1,5.13,31
48,8,49.6,32.3,103.9,5.25,57,142,270,44.8,36.6,5.62,48
36,3,31.6,35.9,80.5,6.25,48,143,175,52.0,34.2,4.86,36
40,4,32.1,33.4,69.5,4.73,43,150,224,43.5,31.5,5.6,40
47,4,34.3,31.5,79.8,4.34,60,145,260,57.8,28.3,5.53,47
41,2,44.0,32.0,76.8,5.63,38,150,229,80.0,28.3,5.59,41
38,2,37.7,38.7,82.5,4.02,60,150,209,76.8,41.3,5.5,38
39,4,41.6,31.6,101.0,5.04,60,150,224,55.6,28.1,5.74,39
49,5,39.2,34.7,88.2,7.37,53,141,264,45.5,36.8,5.39,49
48,8,27.6,30.0,80.7,6.65,60,150,227,29.1,31.6,4.73,48
33,5,40.4,35.5,62.4,3.6,36,110,197,39.9,39.6,5.97,33
21,3,36.6,33.8,95.2,5.74,60,150,113,38.5,40.1,5.38,21
44,6,29.4,38.2,90.9,5.9,42,126,233,37.7,45.5,5.3,44
47,2,33.2,35.6,109.6,5.8,60,119,268,80.0,26.9,5.7,47
39,10,33.2,41.8,97.5,5.78,48,150,196,29.5,40.2,5.03,39
40,9,54.8,30.5,112.1,6.12,53,150,225,34.1,28.3,5.62,40
39,4,44.7,34.7,87.2,4.25,46,145,214,50.6,33.4,5.49,39
38,3,29.8,31.7,80.1,6.02,60,150,207,46.2,28.4,5.45,38
41,5,37.8,34.9,73.2,5.34,58,96,186,36.5,28.5,4.54,41
40,3,35.6,29.8,102.9,4.2,58,117,231,66.5,28.6,5.78,40
50,1,29.8,36.9,89.4,5.5,60,106,279,80.0,39.2,5.58,50
45,2,36.8,29.8,83.9,4.58,27,150,248,80.0,23.2,5.51,45
37,6,44.7,30.6,81.1,5.12,60,83,181,37.0,27.6,4.89,37
23,10,33.7,33.1,71.2,5.52,60,150,92,18.1,36.4,4.0,23
42,4,29.8,25.6,100.3,5.6,60,141,236,50.4,22.3,5.62,42
43,5,36.9,31.0,99.7,5.74,60,130,240,41.2,33.6,5.58,43
34,2,42.3,33.8,83.3,6.02,60,150,197,69.9,40.3,5.79,34
50,3,41.0,37.2,102.7,6.89,60,150,263,71.2,38.2,5.26,50
50,6,33.4,32.5,96.1,4.31,60,140,284,39.7,33.7,5.68,50
41,3,36.3,34.0,117.2,6.27,60,150,233,60.6,32.5,5.68,41
48,7,45.2,29.5,72.7,6.98,44,150,273,45.8,34.1,5.69,48
50,5,44.7,36.7,109.1,5.0,47,150,273,45.4,41.5,5.46,50
35,6,37.2,40.0,110.4,6.55,49,106,198,32.2,34.8,5.66,35
35,3,40.4,31.9,81.3,6.48,49,150,199,53.6,31.7,5.69,35
26,7,35.2,29.7,88.1,4.45,60,123,114,22.0,33.5,4.38,26
43,3,25.0,28.3,85.9,4.55,60,150,238,60.6,31.6,5.53,43
32,5,30.7,27.8,97.0,5.15,41,131,169,32.0,31.3,5.28,32
35,2,39.6,27.4,78.9,5.12,46,133,195,72.7,28.0,5.57,35
45,3,33.1,37.0,119.2,6.23,60,150,257,64.6,37.1,5.71,45
37,3,51.3,28.4,85.3,6.66,60,112,202,60.3,23.5,5.46,37
36,1,31.3,32.7,79.9,5.39,29,150,198,80.0,23.2,5.5,36
42,4,41.4,25.3,91.8,4.39,60,71,241,56.1,25.0,5.74,42
37,2,44.5,33.6,122.6,5.53,39,150,194,75.2,40.6,5.24,37
39,4,31.6,32.9,98.3,4.02,60,137,214,39.7,37.6,5.49,39
29,7,38.9,32.0,77.8,3.74,60,149,147,26.9,29.8,5.07,29
44,5,41.5,38.7,69.5,5.19,60,68,248,48.9,41.7,5.64,44
40,7,39.7,38.1,82.1,4.23,58,62,195,33.9,42.8,4.88,40
45,6,35.3,32.6,74.8,3.96,40,150,232,37.8,33.4,5.16,45
50,4,48.7,37.2,85.9,4.73,38,131,259,50.5,36.4,5.18,50
41,6,34.0,27.9,82.0,4.68,49,150,203,35.0,31.6,4.95,41
43,4,42.8,39.0,65.7,4.02,60,90,235,54.4,41.5,5.47,43
49,5,37.0,41.5,73.2,6.51,51,95,275,48.3,35.4,5.61,49
40,7,47.0,37.4,90.3,4.69,52,150,212,35.6,36.4,5.3,40
40,7,29.0,31.4,94.9,5.41,60,150,192,33.9,33.9,4.8,40
44,3,42.1,30.4,106.1,4.5,39,150,245,64.1,30.7,5.57,44
47,4,33.0,24.2,108.8,4.84,60,150,257,51.3,18.3,5.47,47
33,6,33.7,35.3,83.1,5.43,48,150,135,23.0,38.4,4.09,33
40,5,34.6,23.8,72.7,5.78,60,103,205,35.7,29.1,5.12,40
47,1,39.1,31.5,85.7,6.51,57,150,267,80.0,29.9,5.68,47
49,7,32.9,30.5,100.6,5.39,60,80,257,35.1,25.1,5.24,49
40,3,48.0,37.7,94.1,5.94,60,150,213,62.5,37.5,5.32,40
42,4,42.9,29.4,84.1,6.25,60,150,232,53.0,29.4,5.52,42
50,5,37.2,31.9,103.4,6.53,60,107,289,45.7,30.4,5.78,50
46,1,40.2,39.7,112.2,6.21,60,139,272,80.0,41.9,5.91,46
50,4,34.3,20.3,97.2,5.93,42,150,291,63.0,19.2,5.82,50
43,7,47.3,37.4,113.9,5.17,53,146,227,39.8,34.8,5.28,43
40,6,35.0,28.0,82.7,5.25,40,148,204,32.8,29.7,5.1,40
44,3,46.9,35.2,91.0,4.53,60,150,263,71.1,33.6,5.98,44
40,10,48.1,35.3,93.2,3.18,60,141,203,32.9,41.3,5.08,40
44,2,32.0,31.6,105.0,5.17,54,132,257,80.0,37.5,5.84,44
38,2,35.0,36.9,95.8,6.1,43,150,209,76.8,44.0,5.5,38
48,4,41.3,35.6,91.0,3.47,60,150,265,58.2,32.9,5.52,48
50,3,36.4,29.0,76.5,5.4,60,150,275,67.6,38.2,5.5,50
32,2,39.7,31.4,90.7,5.7,60,150,208,80.0,28.8,6.5,32
47,1,38.7,34.3,104.0,5.55,56,128,272,80.0,27.0,5.79,47
41,6,28.2,33.2,97.7,7.46,57,129,227,29.4,40.1,5.54,41
47,5,54.8,30.3,106.3,6.85,60,138,301,57.0,37.1,6.4,47
33,7,31.8,23.4,78.2,4.36,60,75,183,28.3,21.2,5.55,33
43,7,37.7,33.8,91.6,4.86,60,150,197,31.9,32.6,4.58,43
46,1,27.7,33.3,124.5,6.32,52,150,278,80.0,31.4,6.04,46
50,1,49.3,37.0,109.5,7.07,53,122,291,80.0,43.2,5.82,50
33,0,37.4,31.6,80.0,5.64,60,150,167,80.0,31.3,5.06,33
31,3,46.4,33.2,88.7,5.27,38,109,149,48.3,35.3,4.81,31
32,0,47.1,33.1,98.1,5.72,37,150,211,80.0,34.0,6.59,32
43,4,33.1,27.0,52.3,6.85,60,84,219,37.6,27.0,5.09,43
47,3,42.6,27.1,99.2,5.59,60,136,265,71.5,22.7,5.64,47
44,1,42.3,36.5,95.4,6.42,60,105,260,80.0,35.9,5.91,44
23,4,46.9,36.4,101.3,4.75,60,92,124,41.7,37.3,5.39,23
36,2,44.1,28.3,86.0,4.91,60,150,191,75.3,28.4,5.31,36
31,2,31.3,24.0,68.3,5.86,58,113,161,64.0,25.4,5.19,31
41,5,31.2,36.3,76.5,5.58,57,130,208,34.4,40.2,5.07,41
27,2,47.1,25.0,88.2,6.47,50,148,168,70.8,21.2,6.22,27
32,7,35.9,30.2,93.0,3.95,46,140,171,33.8,33.4,5.34,32
42,3,38.2,32.5,67.1,5.97,60,119,224,60.8,29.1,5.33,42
47,4,40.3,27.6,92.8,4.59,60,90,265,54.3,27.3,5.64,47
44,5,32.8,28.0,95.1,5.88,60,150,246,38.1,28.7,5.59,44
38,5,40.2,36.2,94.6,4.87,60,104,200,38.3,38.5,5.26,38
44,6,37.6,33.6,88.4,4.92,60,113,249,39.7,32.8,5.66,44
42,5,45.1,33.7,85.3,6.47,59,128,234,44.9,36.2,5.57,42
44,8,45.1,29.7,105.3,5.86,52,110,220,39.5,40.6,5.0,44
29,2,39.0,39.2,87.6,5.11,60,122,154,64.4,40.2,5.31,29
43,4,29.6,30.7,97.6,6.58,60,112,234,46.8,33.0,5.44,43
40,9,38.6,28.2,81.3,4.13,60,150,230,34.2,20.3,5.75,40
38,7,47.0,30.1,83.5,6.14,48,115,197,37.1,30.2,5.18,38
41,5,32.8,32.0,73.9,4.65,60,112,194,34.9,30.7,4.73,41
40,5,36.6,32.6,77.6,5.75,25,118,229,45.4,33.5,5.72,40
30,4,36.3,36.8,98.3,7.38,51,150,170,36.9,37.2,5.67,30
40,5,45.5,33.3,92.7,5.06,24,115,209,40.5,36.3,5.22,40
38,5,35.8,39.0,69.0,6.53,60,113,204,34.0,32.9,5.37,38
45,4,39.6,37.7,88.8,6.68,50,89,247,51.4,35.3,5.49,45
26,3,42.2,31.8,114.8,2.99,46,150,143,46.0,29.3,5.5,26
45,2,44.1,34.9,79.7,6.0,60,150,252,80.0,31.3,5.6,45
33,5,33.7,28.9,76.3,4.88,60,99,149,32.5,36.7,4.52,33
50,1,33.8,24.8,96.6,6.45,50,124,299,80.0,22.9,5.98,50
41,5,41.4,27.1,90.8,5.0,60,148,235,45.5,22.3,5.73,41
41,6,29.5,43.2,73.5,5.11,50,150,198,33.1,35.7,4.83,41
39,6,34.0,30.6,101.0,6.17,60,90,204,34.1,33.3,5.23,39
40,2,35.2,29.4,94.2,5.87,43,53,244,80.0,32.0,6.1,40
32,3,42.9,32.5,84.7,3.25,54,150,205,56.3,33.7,6.41,32
48,3,27.7,24.5,49.7,5.79,31,117,269,67.9,32.0,5.6,48
42,7,27.2,46.0,101.5,7.2,52,150,205,28.3,57.8,4.88,42
38,6,26.6,26.1,84.9,4.11,60,150,201,31.8,27.4,5.29,38
40,7,34.4,29.2,59.9,5.83,51,150,173,28.2,29.1,4.32,40
50,3,38.5,35.7,81.8,5.5,60,120,299,72.2,35.1,5.98,50
49,3,39.4,30.8,76.3,6.42,60,150,278,70.9,29.2,5.67,49
30,10,40.7,33.6,114.6,4.22,60,150,154,22.0,35.9,5.13,30
47,7,42.1,20.6,64.6,4.07,60,150,245,40.2,18.9,5.21,47
32,5,43.4,29.5,95.3,5.66,60,150,183,43.5,28.3,5.72,32
34,3,47.1,22.3,111.0,4.57,52,78,198,62.2,26.3,5.82,34
50,3,38.9,39.1,89.8,4.1,60,150,252,67.4,44.7,5.04,50
40,5,40.3,34.5,92.8,6.22,60,150,210,48.1,34.0,5.25,40
50,6,42.6,35.2,70.3,4.7,60,150,257,46.5,38.0,5.14,50
36,5,35.4,41.0,88.3,5.71,60,107,200,34.4,48.1,5.56,36
32,3,41.6,41.5,97.6,5.3,60,104,179,54.4,42.9,5.59,32
36,7,50.3,35.7,108.0,7.29,34,150,188,37.3,36.3,5.22,36
35,2,38.8,27.2,106.5,5.71,60,150,207,80.0,27.0,5.91,35
50,1,36.1,28.8,71.1,4.7,49,150,266,80.0,30.0,5.32,50
48,2,37.0,29.6,72.7,5.28,60,150,254,80.0,34.1,5.29,48
50,6,30.7,36.0,89.3,6.58,59,121,276,39.0,34.6,5.52,50
50,3,45.2,27.1,92.2,5.1,43,150,287,68.4,26.5,5.74,50
42,5,41.2,31.2,94.5,4.13,52,107,226,46.6,36.0,5.38,42
47,4,38.9,30.7,92.4,6.09,60,130,254,52.0,35.3,5.4,47
36,2,43.8,32.1,77.5,5.67,60,149,197,75.1,37.9,5.47,36
50,2,35.2,37.7,91.9,6.1,60,99,299,80.0,41.3,5.98,50
50,6,37.8,33.7,82.9,5.06,31,145,265,42.1,29.4,5.3,50
45,4,36.7,34.4,95.2,5.8,46,110,242,47.6,36.4,5.38,45
34,0,26.6,32.0,101.2,6.16,60,122,184,80.0,33.0,5.41,34
35,6,39.5,30.7,107.9,6.42,33,122,199,42.6,25.2,5.69,35
