over_number,wickets_fallen,batsman_avg,bowler_econ,strike_rate,match_phase,runs_in_over
22,8,38.8,6.72,101.9,1,3.0
19,2,40.1,5.63,92.2,1,7.0
10,2,34.8,5.58,99.1,0,4.0
35,9,43.9,6.41,73.4,1,7.0
12,4,48.3,3.92,92.1,1,7.0
15,3,34.7,3.19,91.6,1,3.0
40,8,44.1,6.39,115.6,2,7.0
48,9,44.2,5.59,89.4,2,17.0
34,8,41.3,3.93,75.2,1,1.0
46,9,51.4,2.99,100.1,2,8.0
43,9,32.2,6.57,75.1,2,5.0
25,9,34.6,4.87,37.7,1,1.0
39,9,31.8,5.98,124.5,1,2.0
17,7,43.8,5.18,82.5,1,2.0
24,5,35.8,5.46,110.8,1,2.0
27,6,32.4,4.79,76.8,1,3.0
49,9,51.3,5.41,73.9,2,9.0
43,9,52.5,6.19,79.1,2,8.0
25,3,35.4,5.17,95.1,1,5.0
33,9,27.1,5.1,93.5,1,5.0
11,4,52.9,6.23,100.0,1,7.0
41,9,41.8,6.31,80.1,2,8.0
28,9,41.4,4.14,90.8,1,2.0
27,8,38.8,5.5,73.1,1,4.0
39,9,31.6,4.87,119.4,1,6.0
32,6,38.0,5.52,63.7,1,7.0
4,3,43.4,5.5,73.6,0,5.0
15,3,34.4,5.93,81.5,1,2.0
9,1,38.0,8.1,137.8,0,17.0
37,9,38.1,5.76,105.3,1,7.0
2,1,29.5,5.3,72.9,0,5.0
11,5,51.0,5.48,106.4,1,5.0
30,8,42.8,5.67,100.3,1,4.0
35,8,40.6,5.89,95.5,1,3.0
26,6,42.4,4.31,103.9,1,4.0
44,8,23.7,5.22,91.2,2,8.0
46,9,34.1,4.63,93.4,2,10.0
7,5,25.8,6.74,58.9,0,3.0
48,9,39.0,3.19,118.9,2,8.0
31,9,40.6,5.69,81.0,1,4.0
32,9,39.1,3.68,65.3,1,1.0
5,0,47.4,6.02,79.9,0,9.0
32,8,26.0,5.02,80.7,1,5.0
37,9,31.6,3.32,74.0,1,5.0
30,7,41.3,6.63,105.6,1,6.0
5,1,40.1,2.48,109.5,0,3.0
27,9,27.5,5.46,50.8,1,5.0
47,9,47.6,6.33,79.7,2,9.0
37,9,50.3,7.15,81.1,1,8.0
7,2,41.4,3.57,86.6,0,5.0
48,8,25.9,4.88,124.1,2,4.0
48,9,39.3,6.8,73.7,2,8.0
9,1,40.7,6.88,89.4,0,10.0
41,9,35.8,7.04,87.1,2,8.0
21,8,48.8,8.57,121.4,1,8.0
30,9,37.1,4.89,83.8,1,1.0
23,9,54.8,5.95,81.4,1,2.0
40,9,44.3,5.08,89.5,2,11.0
50,9,38.0,3.13,115.8,2,4.0
40,9,45.4,5.39,93.2,2,11.0
47,9,50.2,3.11,94.2,2,12.0
48,9,45.2,4.88,102.7,2,8.0
5,2,37.4,3.74,72.4,0,1.0
13,3,32.7,6.03,96.7,1,7.0
37,9,29.0,4.57,77.4,1,1.0
30,9,18.5,3.36,119.4,1,1.0
3,1,39.4,6.54,98.4,0,5.0
5,3,34.9,4.78,89.4,0,2.0
27,8,35.3,4.98,49.2,1,4.0
31,9,46.2,4.33,104.1,1,2.0
9,1,37.1,6.88,86.4,0,5.0
9,4,53.2,5.82,61.3,0,7.0
7,1,33.4,4.76,91.9,0,4.0
29,9,30.2,3.2,59.6,1,2.0
1,0,27.9,8.51,102.2,0,11.0
29,7,43.8,7.88,118.7,1,5.0
24,5,38.0,7.23,54.2,1,12.0
24,6,33.2,4.66,89.4,1,2.0
34,9,29.5,4.9,86.7,1,2.0
27,5,50.2,5.98,50.2,1,2.0
37,9,26.4,4.43,108.3,1,5.0
39,9,46.1,4.31,102.5,1,3.0
47,9,33.4,7.25,130.5,2,6.0
40,7,41.2,5.43,99.9,2,5.0
26,8,46.6,4.16,72.4,1,6.0
25,9,41.8,6.64,100.3,1,7.0
12,2,35.6,4.81,115.7,1,7.0
30,9,49.2,3.12,80.7,1,3.0
7,1,38.0,4.14,107.0,0,5.0
47,9,65.0,4.88,42.9,2,11.0
43,9,24.4,5.76,119.5,2,2.0
6,2,24.2,5.71,106.0,0,6.0
40,9,46.0,6.97,39.1,2,6.0
6,1,37.7,5.22,97.7,0,13.0
37,9,44.3,4.94,50.3,1,2.0
5,0,29.2,6.99,77.8,0,6.0
25,7,38.0,6.67,103.6,1,7.0
33,9,41.7,5.24,87.3,1,4.0
37,9,33.7,5.85,115.1,1,1.0
21,5,39.9,4.93,91.3,1,5.0
47,9,27.1,4.11,89.4,2,1.0
39,7,41.2,8.14,112.0,1,10.0
11,8,49.6,4.85,83.2,1,1.0
34,6,28.1,5.85,89.5,1,3.0
37,7,27.6,5.5,92.1,1,5.0
17,7,47.5,6.38,88.6,1,7.0
37,9,27.5,4.05,113.2,1,2.0
45,6,44.7,7.51,76.7,2,8.0
41,9,38.4,7.66,73.4,2,5.0
39,9,34.7,6.18,68.8,1,1.0
32,6,49.7,5.5,47.2,1,5.0
14,6,45.4,5.28,119.7,1,7.0
40,9,40.2,5.44,72.0,2,12.0
19,4,20.8,5.99,89.4,1,1.0
27,3,43.7,5.61,121.2,1,5.0
16,6,38.0,6.68,87.2,1,6.0
16,5,36.2,4.4,100.3,1,7.0
8,2,38.1,7.33,61.6,0,12.0
49,9,53.2,5.5,118.0,2,4.0
8,2,36.0,4.6,87.6,0,7.0
5,1,26.6,5.94,69.6,0,3.0
47,8,49.8,6.01,69.6,2,10.0
28,6,43.8,3.42,123.8,1,4.0
22,7,44.1,4.92,78.3,1,1.0
37,9,49.9,2.89,70.1,1,3.0
20,8,51.8,5.5,81.3,1,3.0
7,1,30.9,4.74,90.9,0,7.0
37,9,26.9,5.86,93.0,1,3.0
9,2,44.7,4.55,98.9,0,5.0
28,2,35.9,4.84,94.7,1,7.0
48,9,36.6,7.06,102.9,2,6.0
47,9,29.0,7.98,84.5,2,13.0
19,2,42.7,4.39,131.4,1,9.0
40,9,38.0,6.72,80.2,2,9.0
31,9,36.8,5.97,117.0,1,3.0
24,5,26.9,3.41,78.0,1,1.0
7,5,47.7,4.55,61.4,0,5.0
19,4,40.0,2.0,56.7,1,5.0
33,5,46.9,5.5,96.1,1,5.0
50,9,21.2,4.21,113.2,2,6.0
1,0,38.0,5.66,67.0,0,5.0
36,9,38.0,8.59,72.5,1,9.0
43,9,38.3,7.41,97.7,2,10.0
48,9,45.5,4.58,89.9,2,3.0
22,6,41.0,4.29,78.3,1,1.0
6,2,38.1,7.05,64.4,0,8.0
14,4,38.1,4.29,96.2,1,3.0
43,9,25.5,6.69,103.1,2,8.0
44,9,30.7,8.78,99.8,2,11.0
32,9,47.0,6.31,90.5,1,7.0
7,0,38.0,5.5,68.9,0,4.0
7,1,47.1,6.78,96.3,0,11.0
24,7,44.6,4.83,94.8,1,2.0
30,7,45.0,5.85,63.7,1,3.0
2,0,40.7,4.35,84.0,0,2.0
35,9,34.5,7.05,97.3,1,4.0
28,9,36.8,4.2,88.4,1,5.0
1,0,43.1,6.34,50.8,0,5.0
5,0,21.0,6.86,77.2,0,5.0
23,8,48.0,4.91,75.9,1,4.0
37,9,34.0,4.63,101.2,1,5.0
42,9,37.3,5.3,142.0,2,5.0
22,4,37.4,4.43,92.7,1,3.0
15,5,37.7,5.69,66.0,1,5.0
49,9,27.5,4.4,86.8,2,7.0
23,1,39.2,4.49,90.2,1,3.0
16,4,42.8,6.16,105.1,1,5.0
23,8,21.6,5.5,114.8,1,2.0
1,1,27.6,5.15,117.8,0,5.0
16,9,45.2,3.52,100.7,1,5.0
26,8,43.7,6.91,90.0,1,10.0
46,9,40.4,4.96,119.7,2,9.0
37,9,32.5,7.97,83.0,1,2.0
40,9,43.7,5.34,91.1,2,8.0
28,9,28.4,5.66,85.1,1,5.0
6,1,36.9,4.98,47.4,0,2.0
20,8,27.5,5.79,115.4,1,3.0
50,9,36.7,9.67,103.5,2,15.0
3,3,29.8,5.08,42.6,0,3.0
44,9,44.0,7.03,89.4,2,18.0
35,9,41.5,5.5,83.9,1,3.0
15,6,33.4,5.5,109.8,1,4.0
39,9,46.7,3.18,91.5,1,3.0
42,9,30.3,7.83,62.9,2,1.0
3,1,37.7,5.91,90.5,0,8.0
6,3,33.1,5.18,72.0,0,1.0
34,8,43.9,6.58,65.5,1,5.0
50,9,43.1,5.67,107.3,2,7.0
2,2,48.4,4.12,97.8,0,4.0
34,9,38.7,2.59,120.0,1,1.0
7,2,14.3,7.69,82.1,0,6.0
33,9,34.6,5.23,70.7,1,4.0
32,4,50.5,4.76,102.8,1,8.0
5,1,35.4,4.86,73.3,0,7.0
35,7,22.7,7.26,83.8,1,2.0
45,9,41.6,4.91,100.5,2,6.0
44,9,38.0,6.27,89.4,2,8.0
2,1,32.2,5.1,80.2,0,4.0
13,2,36.0,3.99,61.9,1,6.0
13,6,38.0,6.58,108.7,1,5.0
23,3,42.2,5.5,82.6,1,10.0
8,1,38.5,4.68,102.4,0,7.0
43,9,28.7,5.45,99.7,2,9.0
39,9,37.9,5.62,111.8,1,4.0
41,9,32.1,6.03,85.3,2,7.0
10,6,49.7,7.87,83.0,0,7.0
1,0,45.1,5.11,67.8,0,5.0
46,9,37.0,5.1,79.1,2,4.0
15,5,38.6,5.29,96.8,1,6.0
33,9,46.1,4.37,89.4,1,5.0
46,9,36.6,3.43,96.3,2,4.0
2,0,44.1,5.66,119.3,0,9.0
1,0,49.8,6.13,81.1,0,12.0
1,1,34.1,5.5,63.7,0,4.0
8,1,51.2,5.42,81.7,0,6.0
3,1,38.0,4.42,61.5,0,9.0
41,9,40.0,5.8,116.7,2,2.0
31,9,34.4,5.5,91.7,1,2.0
50,9,39.9,6.07,75.4,2,6.0
41,9,36.0,5.89,78.8,2,5.0
49,9,31.7,5.97,66.4,2,9.0
12,5,38.0,7.08,110.2,1,1.0
15,5,29.8,6.19,126.7,1,1.0
43,9,35.3,6.08,60.1,2,4.0
13,4,35.4,3.41,110.9,1,4.0
3,0,27.1,6.76,85.1,0,7.0
34,9,38.0,5.5,115.3,1,1.0
41,4,38.0,5.6,53.3,2,7.0
49,9,48.4,3.97,94.5,2,8.0
47,9,36.0,8.01,81.8,2,7.0
7,3,34.7,2.53,103.2,0,2.0
39,9,30.8,5.5,91.2,1,3.0
43,8,38.3,6.01,90.4,2,7.0
35,9,38.0,3.21,87.9,1,2.0
41,9,43.9,7.94,121.2,2,21.0
42,9,38.5,6.12,86.5,2,9.0
23,5,54.8,2.67,107.3,1,5.0
3,1,38.0,4.99,102.6,0,6.0
23,5,30.1,6.14,107.8,1,1.0
11,3,29.4,7.56,69.7,1,5.0
6,0,42.3,5.01,89.4,0,12.0
7,4,29.9,5.5,96.7,0,5.0
35,9,42.8,7.25,66.2,1,3.0
26,9,45.2,6.1,85.8,1,4.0
27,5,45.4,2.82,135.9,1,5.0
38,9,31.0,5.91,82.2,1,3.0
28,6,45.4,6.04,82.6,1,3.0
32,7,40.6,5.11,99.0,1,11.0
5,0,33.1,5.5,79.2,0,7.0
43,9,36.7,4.77,92.8,2,4.0
23,6,41.8,5.11,81.0,1,3.0
8,2,32.6,5.93,98.0,0,9.0
41,9,38.0,5.5,88.8,2,11.0
37,8,49.6,2.92,129.0,1,1.0
3,1,38.0,5.81,90.9,0,6.0
10,4,38.7,6.09,85.5,0,6.0
1,0,39.9,5.7,110.6,0,7.0
14,2,33.7,5.5,62.2,1,3.0
5,1,33.9,7.2,123.8,0,10.0
36,9,25.7,7.11,70.2,1,2.0
27,2,40.0,5.06,113.8,1,6.0
50,9,43.5,5.4,119.1,2,5.0
38,9,37.4,6.43,79.5,1,2.0
31,9,31.0,7.04,81.4,1,3.0
26,7,38.5,4.52,87.8,1,5.0
3,1,48.7,4.24,102.4,0,5.0
4,0,45.2,5.83,70.0,0,7.0
31,9,37.8,4.15,87.8,1,3.0
1,1,54.4,3.17,83.7,0,6.0
3,1,59.6,4.52,67.0,0,9.0
11,2,34.2,6.0,69.1,1,2.0
45,9,36.0,7.36,92.6,2,7.0
23,7,43.5,4.65,92.2,1,3.0
36,7,30.7,5.35,74.7,1,5.0
21,9,44.8,5.69,91.6,1,2.0
9,1,38.8,4.72,77.1,0,10.0
19,3,41.0,4.63,116.1,1,4.0
5,3,33.4,5.9,87.9,0,4.0
39,9,31.7,4.06,112.0,1,1.0
10,1,22.1,4.58,56.1,0,4.0
19,5,49.9,5.26,96.5,1,4.0
50,9,38.0,5.89,101.9,2,5.0
30,8,43.4,3.68,87.2,1,1.0
23,8,40.8,5.34,79.2,1,2.0
28,9,19.6,3.95,86.9,1,5.0
40,9,32.0,4.68,104.8,2,11.0
13,2,36.0,6.45,65.8,1,4.0
32,9,29.3,5.41,104.0,1,5.0
44,9,24.5,7.5,96.4,2,5.0
29,9,30.2,5.41,84.8,1,5.0
23,6,38.4,6.66,85.6,1,6.0
8,2,38.4,6.45,91.2,0,7.0
13,2,45.3,5.48,123.2,1,6.0
48,9,54.5,3.92,97.0,2,6.0
28,7,43.5,5.37,71.1,1,3.0
16,8,36.6,4.86,81.3,1,5.0
21,8,52.4,4.81,67.1,1,2.0
29,5,25.3,5.69,52.2,1,3.0
27,6,21.4,3.76,66.8,1,1.0
35,9,30.9,4.45,92.4,1,5.0
13,4,44.5,5.5,115.5,1,5.0
33,5,38.0,5.19,109.9,1,1.0
23,9,29.0,4.58,66.9,1,3.0
48,9,32.2,4.66,74.0,2,5.0
8,2,28.1,5.66,71.2,0,4.0
8,4,28.1,4.97,38.4,0,2.0
24,9,50.4,5.51,86.6,1,4.0
26,9,38.0,4.16,106.1,1,2.0
35,9,52.2,4.51,85.0,1,2.0
21,8,30.9,7.95,64.6,1,4.0
46,9,41.9,5.5,73.1,2,12.0
24,9,39.8,5.5,83.4,1,5.0
7,2,45.0,5.91,105.4,0,12.0
6,2,40.0,4.65,86.3,0,3.0
49,9,45.9,5.79,102.7,2,10.0
7,0,38.0,5.39,88.4,0,8.0
48,9,29.3,6.16,94.7,2,8.0
14,5,43.9,5.5,71.2,1,2.0
5,2,37.2,5.23,76.3,0,8.0
16,8,31.8,6.88,64.9,1,2.0
31,4,43.6,2.84,102.0,1,5.0
22,9,45.4,3.91,84.2,1,3.0
40,9,34.1,4.51,30.0,2,1.0
31,4,35.2,3.47,99.6,1,6.0
21,3,26.9,4.92,109.5,1,1.0
32,5,23.6,4.81,89.4,1,1.0
49,9,36.1,6.67,99.6,2,11.0
21,5,44.3,5.39,85.8,1,7.0
8,1,33.4,5.5,47.6,0,2.0
21,3,49.4,5.04,129.1,1,1.0
43,9,36.4,4.24,85.9,2,7.0
11,1,36.4,6.57,94.0,1,6.0
48,9,35.7,6.95,89.4,2,8.0
30,8,45.9,4.05,84.1,1,4.0
31,5,30.3,7.44,93.2,1,4.0
16,2,37.0,4.69,69.1,1,2.0
47,9,33.6,4.6,123.9,2,3.0
2,1,33.5,6.07,106.8,0,10.0
15,5,38.3,6.17,100.3,1,10.0
21,9,38.0,5.41,87.2,1,2.0
24,9,46.4,5.08,74.8,1,5.0
24,3,37.9,6.91,110.6,1,8.0
8,1,42.4,4.75,102.2,0,5.0
12,1,39.4,5.42,82.0,1,10.0
5,2,38.0,7.53,68.3,0,11.0
29,9,35.6,3.9,58.5,1,2.0
18,8,35.6,4.95,89.4,1,1.0
29,8,44.0,6.73,85.0,1,5.0
30,9,35.5,6.13,113.7,1,3.0
36,7,42.0,6.57,109.8,1,6.0
28,8,56.7,3.91,90.8,1,1.0
33,6,30.2,5.89,88.4,1,2.0
30,9,50.3,5.16,67.0,1,2.0
33,9,34.1,8.23,111.2,1,3.0
31,6,48.7,6.47,88.9,1,3.0
16,7,43.5,5.47,102.1,1,5.0
13,4,42.8,5.84,113.5,1,6.0
40,8,36.8,5.57,78.7,2,9.0
18,3,38.0,6.34,73.4,1,6.0
28,7,32.2,4.47,89.4,1,1.0
10,5,38.1,7.14,101.9,0,8.0
22,9,36.5,5.5,84.4,1,2.0
27,7,39.5,5.75,114.8,1,9.0
32,7,26.7,4.51,83.8,1,3.0
27,9,38.2,5.55,96.5,1,2.0
19,3,48.1,6.69,78.6,1,8.0
49,9,45.6,3.45,89.7,2,7.0
26,9,38.2,5.3,84.5,1,4.0
41,9,58.5,3.77,75.0,2,5.0
37,9,33.4,5.16,94.9,1,2.0
28,8,37.3,3.77,77.2,1,1.0
45,9,26.4,5.69,101.5,2,6.0
7,2,34.8,4.99,83.9,0,5.0
47,9,52.3,6.4,55.6,2,10.0
43,5,35.1,6.97,102.4,2,10.0
26,9,25.8,5.51,102.8,1,5.0
37,9,45.0,6.57,135.1,1,9.0
27,8,41.1,7.16,90.4,1,8.0
14,4,44.6,4.39,93.7,1,3.0
40,7,35.6,7.22,99.6,2,17.0
13,4,29.9,5.46,110.4,1,2.0
16,5,36.5,4.33,109.1,1,2.0
26,9,42.4,5.86,96.4,1,2.0
42,9,37.4,5.41,89.3,2,7.0
20,5,41.1,3.81,106.9,1,2.0
25,6,33.7,4.18,88.5,1,2.0
3,0,41.4,7.46,64.2,0,4.0
6,0,38.0,5.83,60.0,0,8.0
3,0,32.4,7.28,84.1,0,10.0
4,0,39.1,5.0,92.4,0,8.0
44,9,34.9,4.54,139.4,2,12.0
43,9,42.9,3.48,87.6,2,4.0
42,9,45.0,6.66,90.9,2,8.0
3,1,42.0,5.99,81.9,0,6.0
4,0,24.9,5.01,102.4,0,5.0
15,6,30.3,4.55,95.6,1,5.0
29,8,32.9,6.85,89.4,1,8.0
17,5,31.6,5.29,69.8,1,2.0
25,6,33.7,5.3,82.0,1,1.0
9,1,45.4,4.78,73.1,0,14.0
37,9,43.6,5.01,85.4,1,3.0
16,5,34.6,6.16,92.8,1,5.0
4,2,42.7,3.8,80.0,0,4.0
38,9,40.6,5.6,119.1,1,5.0
46,9,37.7,6.65,113.2,2,8.0
1,0,47.2,5.4,85.4,0,14.0
22,9,32.7,6.77,70.7,1,1.0
42,9,38.4,7.11,89.4,2,11.0
36,9,29.6,6.58,87.3,1,2.0
43,9,30.0,4.86,88.7,2,4.0
21,9,27.1,5.46,82.0,1,5.0
19,4,30.1,5.91,69.0,1,2.0
36,7,38.7,4.94,90.7,1,3.0
8,3,35.6,4.9,83.0,0,4.0
12,5,35.8,4.82,84.8,1,2.0
31,9,35.6,8.55,91.9,1,8.0
34,9,52.2,5.17,88.6,1,8.0
6,3,28.9,6.78,91.4,0,3.0
26,3,28.0,4.46,82.1,1,3.0
19,5,38.0,7.54,97.2,1,12.0
26,4,37.4,5.05,75.6,1,3.0
48,9,42.1,5.56,68.2,2,4.0
4,0,38.0,3.3,72.2,0,9.0
50,9,45.6,6.84,76.5,2,10.0
23,5,37.1,7.1,64.2,1,8.0
39,9,34.8,4.08,56.1,1,5.0
22,9,51.1,6.91,100.1,1,8.0
16,3,15.7,3.9,115.5,1,1.0
39,9,38.5,6.26,101.2,1,4.0
35,9,41.4,5.15,80.3,1,4.0
8,2,53.0,5.5,55.7,0,16.0
36,7,24.7,5.8,93.8,1,2.0
38,9,38.0,6.62,57.9,1,3.0
20,9,27.1,6.99,88.3,1,4.0
47,9,23.6,5.5,89.4,2,6.0
33,9,36.4,5.47,44.4,1,1.0
17,6,44.7,4.17,119.6,1,2.0
1,0,47.6,5.14,64.9,0,5.0
34,9,33.7,7.81,82.9,1,2.0
11,5,43.3,6.41,87.4,1,7.0
38,9,36.4,4.25,80.6,1,2.0
27,7,42.5,7.46,99.3,1,9.0
24,6,38.0,5.97,75.2,1,4.0
9,4,36.4,6.5,97.6,0,7.0
36,9,46.6,6.09,96.4,1,2.0
9,4,28.3,6.0,62.4,0,4.0
21,9,43.3,3.1,94.7,1,5.0
42,9,46.3,6.83,68.9,2,9.0
47,9,45.4,2.79,66.7,2,5.0
50,9,28.5,6.72,95.8,2,1.0
48,9,36.4,5.62,81.8,2,5.0
28,7,40.4,6.5,97.5,1,7.0
11,4,41.5,5.69,97.6,1,3.0
42,9,38.9,6.75,61.4,2,1.0
41,9,38.0,5.52,104.8,2,10.0
50,9,27.6,5.84,95.7,2,6.0
33,9,36.1,5.99,78.3,1,1.0
8,3,24.5,7.75,87.3,0,7.0
26,8,43.0,6.22,105.4,1,6.0
23,9,42.4,3.92,83.6,1,5.0
43,9,64.8,4.82,89.4,2,10.0
20,8,38.0,6.22,119.8,1,6.0
17,5,40.7,7.01,92.3,1,8.0
5,1,40.0,4.63,85.4,0,4.0
42,9,35.5,8.19,89.4,2,15.0
38,4,39.0,5.71,78.0,1,4.0
3,0,40.2,6.0,92.5,0,8.0
22,9,22.3,5.5,103.8,1,2.0
24,9,39.6,6.84,89.4,1,4.0
24,8,38.8,4.97,102.9,1,4.0
46,9,52.0,4.6,108.7,2,7.0
8,3,36.9,5.12,101.4,0,3.0
16,2,31.9,7.16,87.4,1,5.0
10,4,38.0,6.06,89.4,0,10.0
13,6,38.6,4.43,116.0,1,4.0
46,9,37.0,4.86,88.8,2,6.0
48,9,27.8,7.19,89.4,2,7.0
3,0,36.8,5.22,132.7,0,9.0
32,9,38.0,6.17,96.1,1,2.0
12,2,36.3,6.47,69.9,1,4.0
10,2,43.9,2.0,107.5,0,5.0
15,7,32.6,7.02,98.0,1,4.0
10,4,38.0,4.48,76.9,0,3.0
25,4,42.3,5.07,67.9,1,2.0
50,9,35.8,5.5,94.8,2,11.0
30,4,58.9,7.24,88.8,1,8.0
37,9,40.0,6.09,65.1,1,4.0
25,8,28.1,6.37,88.2,1,1.0
1,0,31.3,6.67,87.0,0,7.0
5,1,30.5,7.22,88.8,0,4.0
14,5,31.4,7.37,99.8,1,11.0
13,3,42.3,5.63,54.8,1,3.0
43,9,29.1,4.62,67.8,2,2.0
43,9,35.4,5.19,80.3,2,7.0
43,9,47.1,5.65,116.5,2,2.0
32,9,33.8,5.44,137.4,1,5.0
28,9,43.4,4.29,89.4,1,2.0
33,8,24.5,6.02,90.9,1,1.0
21,6,35.0,3.62,41.1,1,1.0
34,8,30.9,5.6,108.1,1,2.0
40,9,40.4,5.5,99.0,2,8.0
39,9,29.7,5.64,89.4,1,1.0
31,9,54.6,6.52,65.1,1,2.0
3,0,24.9,6.36,129.6,0,4.0
37,9,47.1,5.5,120.4,1,5.0
19,5,45.0,4.88,95.9,1,6.0
38,9,40.5,5.84,109.8,1,5.0
27,9,38.4,5.76,91.0,1,5.0
45,9,52.8,5.7,106.4,2,7.0
17,4,57.8,3.98,63.9,1,2.0
47,9,36.3,4.08,44.5,2,3.0
43,9,39.3,5.5,64.6,2,9.0
17,4,33.6,3.61,73.9,1,1.0
25,9,28.6,5.1,77.1,1,5.0
27,9,41.7,4.72,99.0,1,1.0
39,9,40.0,5.14,84.9,1,5.0
35,9,25.1,6.86,89.4,1,3.0
43,9,41.6,4.21,66.3,2,10.0
19,1,40.3,6.54,64.6,1,9.0
26,8,33.2,4.81,90.8,1,1.0
22,9,32.7,5.5,79.2,1,3.0
46,9,41.4,6.06,90.1,2,4.0
16,4,50.9,5.17,100.9,1,14.0
30,9,41.2,4.43,122.8,1,4.0
7,3,44.2,5.06,89.6,0,6.0
43,9,31.3,3.37,126.3,2,4.0
20,6,34.7,5.96,98.1,1,7.0
18,4,42.9,2.0,103.8,1,1.0
30,9,27.1,6.57,111.1,1,1.0
25,8,39.7,6.24,104.4,1,4.0
43,9,41.9,7.42,74.0,2,12.0
27,9,37.7,8.12,111.7,1,4.0
26,9,40.6,6.62,82.5,1,2.0
6,2,38.5,4.75,96.0,0,3.0
2,0,33.0,8.11,92.7,0,10.0
20,5,28.6,4.07,112.9,1,5.0
50,9,38.0,3.22,97.9,2,4.0
46,9,48.4,7.72,62.3,2,7.0
32,9,46.2,6.22,89.4,1,4.0
32,9,35.2,3.25,106.7,1,1.0
20,4,35.1,3.87,79.0,1,1.0
9,3,38.0,6.16,67.3,0,4.0
1,0,34.5,4.46,109.0,0,5.0
17,8,40.3,4.63,69.6,1,1.0
16,2,46.5,7.86,106.0,1,9.0
10,3,56.1,8.08,111.4,0,15.0
13,5,31.4,5.68,77.0,1,2.0
2,2,43.2,5.32,75.2,0,7.0
31,9,42.3,6.58,80.6,1,2.0
47,9,35.4,4.83,70.2,2,8.0
35,9,29.8,2.82,94.6,1,2.0
23,9,38.0,2.19,97.4,1,2.0
22,6,55.0,5.41,104.5,1,2.0
16,2,40.2,6.56,73.3,1,5.0
8,2,31.7,5.52,106.8,0,6.0
30,9,36.7,6.47,70.2,1,4.0
29,9,28.9,6.59,89.4,1,2.0
1,0,38.1,7.16,60.3,0,6.0
21,5,43.5,5.72,121.4,1,3.0
14,6,32.5,5.83,79.6,1,3.0
9,3,12.0,5.46,102.0,0,2.0
36,9,40.2,5.19,103.6,1,2.0
27,9,34.0,3.61,64.6,1,1.0
32,9,32.0,5.5,106.7,1,7.0
36,9,31.9,5.04,79.0,1,3.0
50,9,41.2,4.97,89.4,2,10.0
41,9,34.7,5.5,76.6,2,14.0
32,8,45.4,3.89,122.3,1,2.0
44,9,45.6,5.4,66.6,2,9.0
24,8,35.8,6.12,98.6,1,2.0
50,9,33.8,4.65,77.5,2,5.0
39,8,39.0,6.75,111.8,1,2.0
33,9,36.8,5.06,136.4,1,4.0
46,9,24.0,3.66,77.4,2,2.0
26,9,53.3,7.15,92.8,1,5.0
37,9,43.7,5.74,82.3,1,8.0
15,3,34.3,6.54,110.8,1,8.0
49,9,22.7,6.56,85.0,2,10.0
32,9,36.6,4.36,108.1,1,1.0
40,9,33.3,4.87,82.0,2,5.0
24,9,37.5,6.74,134.9,1,3.0
44,9,20.7,7.7,46.2,2,4.0
4,0,38.0,5.58,97.5,0,8.0
6,2,34.7,4.75,89.8,0,5.0
26,7,36.5,7.52,89.1,1,4.0
37,9,36.1,4.75,95.7,1,4.0
41,9,38.4,5.89,91.2,2,10.0
23,8,50.2,4.99,94.4,1,1.0
33,9,33.9,5.82,98.2,1,2.0
28,9,30.7,4.37,125.0,1,2.0
49,9,24.2,5.05,34.7,2,6.0
33,9,33.9,4.75,126.9,1,4.0
21,9,26.8,6.29,141.2,1,2.0
49,9,38.0,5.7,55.0,2,8.0
6,0,37.2,6.56,91.0,0,14.0
50,9,45.5,4.51,117.4,2,9.0
8,3,49.7,5.5,108.4,0,10.0
15,7,31.1,6.25,123.5,1,7.0
42,8,35.2,6.53,97.4,2,9.0
37,6,48.7,5.5,49.3,1,2.0
49,9,39.5,5.88,116.1,2,15.0
38,9,42.2,4.52,102.7,1,4.0
32,7,46.3,6.59,119.3,1,7.0
18,4,45.2,7.73,59.3,1,14.0
1,0,41.3,2.37,65.7,0,4.0
7,4,49.2,4.71,90.3,0,6.0
15,8,37.5,5.82,116.7,1,3.0
3,1,42.2,5.5,122.2,0,10.0
26,9,36.6,6.63,75.5,1,5.0
39,9,46.2,5.59,81.9,1,7.0
49,9,38.0,4.86,147.4,2,9.0
25,6,24.5,4.28,78.9,1,1.0
44,9,43.2,4.07,103.5,2,7.0
50,9,29.8,4.61,81.0,2,13.0
43,9,29.0,4.82,99.5,2,6.0
24,4,48.1,5.96,72.7,1,6.0
17,6,45.7,5.31,73.2,1,7.0
49,9,35.3,5.5,82.6,2,6.0
13,3,13.6,4.29,79.1,1,5.0
21,4,42.3,4.66,83.9,1,1.0
4,2,43.3,4.82,100.5,0,6.0
40,8,42.1,4.6,127.8,2,8.0
33,9,41.8,6.31,78.2,1,4.0
5,0,36.5,7.14,70.2,0,4.0
12,3,34.7,4.09,90.2,1,8.0
28,5,38.0,5.5,73.0,1,2.0
28,9,32.4,6.33,57.3,1,4.0
41,9,40.6,5.72,111.3,2,6.0
14,4,40.7,7.33,91.6,1,7.0
47,9,44.3,5.3,93.6,2,9.0
23,8,26.7,5.98,51.5,1,2.0
42,8,24.7,5.65,78.3,2,3.0
12,5,35.0,5.56,61.7,1,5.0
2,2,29.8,6.05,89.6,0,7.0
