overs_played,wickets_lost,avg_batting_avg,avg_bowling_avg,avg_strike_rate,avg_economy,powerplay_runs,middle_overs_runs,total_innings_runs,team_batting_avg,team_bowling_avg,total_run_avg,overs_batted
17,2,26.8,21.8,133.8,7.12,36,50,124,45.7,24.8,7.29,17
19,5,31.6,28.8,150.3,7.19,36,50,141,28.9,26.5,7.42,19
18,6,28.3,23.3,131.7,7.34,36,50,146,23.0,19.5,8.11,18
15,4,32.2,23.7,125.3,8.33,36,50,140,34.0,31.6,9.33,15
16,2,36.1,26.5,138.3,6.9,36,50,125,51.5,31.0,7.81,16
14,6,29.9,22.9,115.2,8.04,36,50,104,24.2,24.8,7.43,14
17,3,29.4,28.4,144.9,7.52,34,50,133,41.4,29.7,7.82,17
19,3,27.9,31.6,110.4,6.15,36,50,124,32.2,32.8,6.53,19
20,7,41.6,25.7,126.9,6.73,36,50,169,31.4,29.3,8.45,20
13,6,34.4,28.6,131.5,7.83,36,50,95,24.8,34.1,7.31,13
15,1,36.5,30.6,133.2,7.29,36,50,121,80.0,24.2,8.07,15
16,2,31.4,27.9,137.4,8.27,36,50,132,54.1,23.7,8.25,16
20,2,36.2,26.4,124.5,6.37,36,50,168,62.0,28.4,8.4,20
20,5,35.6,20.7,137.6,8.98,36,50,149,34.0,15.3,7.45,20
14,6,27.1,19.0,128.0,7.73,36,50,92,20.7,22.8,6.57,14
14,4,34.3,26.8,115.9,9.13,36,50,107,29.5,21.7,7.64,14
18,2,22.1,33.6,127.6,7.32,36,50,116,47.4,37.6,6.44,18
18,2,35.4,19.9,121.6,8.67,36,50,153,62.6,23.8,8.5,18
18,4,41.2,23.2,155.2,8.46,36,50,169,44.3,18.5,9.39,18
19,6,35.8,23.3,154.6,7.99,36,50,166,29.1,28.2,8.74,19
17,5,42.0,30.1,118.4,8.21,36,50,143,37.7,24.8,8.41,17
18,2,29.2,28.0,111.3,7.7,36,50,119,44.0,24.6,6.61,18
17,8,25.3,29.5,140.1,8.35,36,50,112,20.8,30.9,6.59,17
20,1,22.7,21.4,124.4,8.47,36,50,155,80.0,23.3,7.75,20
14,4,19.8,23.4,138.5,7.55,36,50,113,24.6,16.0,8.07,14
20,5,34.2,34.8,143.3,10.77,36,50,145,34.1,27.4,7.25,20
15,4,24.1,35.5,123.2,5.99,36,50,91,25.3,42.1,6.07,15
16,6,36.3,24.1,140.5,6.89,36,50,135,21.7,19.6,8.44,16
19,3,33.1,23.8,123.1,8.61,36,50,145,38.7,27.1,7.63,19
15,3,36.1,25.5,153.6,8.88,36,50,115,40.5,22.7,7.67,15
11,3,34.4,34.9,136.1,7.25,36,50,86,30.9,33.6,7.82,11
18,1,35.4,32.1,136.9,7.26,36,50,164,80.0,28.6,9.11,18
20,4,34.0,21.5,132.2,7.58,36,50,179,43.5,12.9,8.95,20
12,4,34.9,26.5,143.5,7.14,36,50,82,20.4,30.2,6.83,12
11,3,39.2,21.5,102.2,9.35,36,50,82,35.3,21.6,7.45,11
11,7,28.8,34.5,145.8,8.25,36,50,61,18.4,28.2,5.55,11
14,5,33.9,27.7,102.6,8.86,36,50,113,27.6,31.9,8.07,14
17,5,41.8,32.4,137.5,8.42,36,50,147,33.5,35.4,8.65,17
13,3,29.2,26.6,149.0,7.76,36,50,109,37.7,27.4,8.38,13
15,1,26.7,22.0,128.5,7.21,36,50,118,80.0,18.0,7.87,15
10,7,27.6,16.2,127.8,8.94,36,50,75,16.0,12.0,7.5,10
15,3,41.2,21.3,154.8,7.78,36,50,150,46.0,24.7,10.0,15
18,2,35.5,23.7,112.4,8.5,36,50,135,52.2,20.8,7.5,18
11,3,37.5,20.7,96.3,8.21,36,50,67,29.5,25.7,6.09,11
18,5,37.6,36.4,158.9,10.25,36,50,139,32.8,43.0,7.72,18
15,5,37.1,29.5,132.4,7.66,36,50,117,28.4,26.5,7.8,15
16,4,28.6,32.1,142.5,7.78,36,50,118,25.4,29.9,7.38,16
12,1,37.9,36.3,103.7,8.85,36,50,82,62.9,37.4,6.83,12
17,5,39.0,24.7,122.7,8.77,36,50,135,28.0,26.5,7.94,17
18,7,39.8,21.1,129.0,7.93,36,50,149,30.7,17.9,8.28,18
14,10,34.9,19.5,97.3,9.03,36,50,75,18.5,19.4,5.36,14
18,3,30.7,27.8,137.2,7.25,36,50,157,40.6,31.8,8.72,18
20,4,38.7,29.4,118.7,8.76,36,50,167,45.2,40.1,8.35,20
17,8,35.6,29.8,164.2,7.15,36,50,142,27.3,28.1,8.35,17
18,8,30.8,27.7,114.3,7.44,36,50,148,21.8,27.1,8.22,18
14,5,38.2,18.9,146.7,6.92,36,50,109,31.2,23.7,7.79,14
15,3,39.2,30.1,120.7,6.81,36,50,103,37.0,31.1,6.87,15
19,8,31.5,35.2,136.6,7.24,36,50,99,24.1,30.2,5.21,19
18,2,45.9,28.9,132.5,8.52,36,50,160,63.1,23.1,8.89,18
16,6,32.9,33.0,144.1,5.98,36,44,126,29.8,29.2,7.88,16
20,4,36.4,26.1,122.2,7.92,36,50,154,37.4,19.1,7.7,20
20,2,42.4,20.4,108.8,8.03,36,50,181,74.4,16.1,9.05,20
13,6,33.8,34.2,132.0,7.54,36,50,82,16.8,40.4,6.31,13
17,4,32.4,23.0,126.2,8.58,36,50,112,30.5,26.7,6.59,17
15,0,25.7,22.5,131.8,7.23,36,50,129,80.0,19.0,8.6,15
17,7,32.0,20.1,152.1,7.05,36,50,152,27.6,18.1,8.94,17
20,6,38.8,24.8,143.6,9.04,36,50,164,31.3,18.8,8.2,20
14,3,32.6,21.8,96.1,8.85,36,50,112,33.8,20.4,8.0,14
20,7,32.9,33.3,119.3,7.21,36,50,138,25.1,31.5,6.9,20
16,3,36.1,23.5,136.3,7.92,36,50,123,36.6,18.9,7.69,16
10,3,34.1,23.9,124.5,9.78,36,50,59,24.4,19.6,5.9,10
16,2,33.1,32.2,136.0,6.13,36,50,138,49.1,31.5,8.62,16
12,3,41.1,24.9,143.3,8.06,36,50,100,35.3,25.7,8.33,12
18,4,39.5,32.5,107.4,8.28,36,50,134,36.2,33.2,7.44,18
16,2,26.9,26.2,156.6,8.15,36,50,125,43.3,25.4,7.81,16
20,3,39.3,28.7,146.0,9.55,36,50,174,50.0,31.2,8.7,20
19,3,25.9,30.6,133.3,9.19,36,50,126,32.0,28.2,6.63,19
13,0,43.7,24.0,96.6,8.27,36,50,132,80.0,24.4,10.15,13
17,4,26.0,25.2,145.2,8.34,36,50,151,29.7,26.0,8.88,17
17,5,40.3,37.2,134.3,7.56,36,50,132,30.7,39.4,7.76,17
19,2,21.6,23.8,110.8,6.33,36,50,139,46.6,15.8,7.32,19
11,6,32.3,31.6,140.2,7.66,36,50,85,22.5,27.5,7.73,11
10,6,38.8,31.3,124.5,7.53,36,50,53,21.4,34.9,5.3,10
17,6,24.8,23.6,146.6,8.99,36,50,106,22.1,26.6,6.24,17
14,7,35.9,20.2,111.1,5.85,36,50,97,28.8,21.6,6.93,14
18,4,34.6,24.9,112.3,10.22,36,50,134,29.0,32.2,7.44,18
15,2,22.6,25.9,112.7,8.4,36,50,81,31.1,25.6,5.4,15
15,6,19.5,23.8,141.1,8.58,36,50,109,14.7,20.5,7.27,15
15,7,46.8,31.5,161.4,10.21,36,50,125,27.4,30.6,8.33,15
19,5,39.7,18.3,114.0,8.39,36,50,168,41.4,19.6,8.84,19
16,6,42.0,30.1,151.0,7.79,36,50,119,30.6,26.4,7.44,16
17,6,36.2,29.5,127.0,8.37,36,50,106,22.2,38.4,6.24,17
14,1,30.5,32.9,144.6,8.35,36,50,117,80.0,28.1,8.36,14
14,8,30.4,30.4,132.8,9.18,36,50,97,23.2,34.0,6.93,14
20,4,32.3,24.8,118.8,9.14,36,50,163,39.5,22.6,8.15,20
17,3,25.1,35.8,136.2,9.1,36,50,138,38.8,39.0,8.12,17
16,9,27.8,28.2,144.3,8.61,36,50,136,24.2,28.1,8.5,16
16,1,29.0,20.2,132.9,10.55,36,50,141,80.0,17.0,8.81,16
20,2,26.3,21.9,128.6,7.87,36,50,197,71.9,20.5,9.85,20
15,3,16.0,25.1,129.0,8.59,36,50,95,29.2,23.7,6.33,15
16,7,29.8,37.4,124.3,7.74,36,50,105,22.4,38.3,6.56,16
18,7,45.9,25.3,105.4,8.53,36,50,138,34.1,23.0,7.67,18
20,5,45.4,34.8,111.3,8.35,36,50,153,27.9,40.3,7.65,20
19,5,26.9,20.8,136.8,8.43,36,50,176,35.9,26.0,9.26,19
13,5,35.3,26.1,140.6,7.15,36,50,115,27.0,24.1,8.85,13
13,10,31.7,25.3,137.8,7.84,36,50,108,19.5,31.8,8.31,13
14,5,22.7,25.9,129.2,6.23,36,50,96,19.1,24.5,6.86,14
16,6,25.0,26.5,102.2,6.38,36,50,82,19.9,24.7,5.12,16
15,6,38.0,33.1,113.0,9.24,36,50,98,24.8,30.4,6.53,15
16,5,31.7,29.4,115.6,6.68,36,50,84,26.1,34.4,5.25,16
18,6,38.5,24.7,100.3,8.01,36,50,125,30.3,28.0,6.94,18
12,4,27.8,23.6,156.0,7.61,36,50,113,25.8,27.1,9.42,12
20,3,25.2,28.5,119.9,9.86,36,50,162,43.9,21.8,8.1,20
15,4,21.7,28.5,128.7,7.5,36,50,92,21.2,31.8,6.13,15
11,2,24.0,22.3,136.5,8.96,36,50,88,36.8,18.6,8.0,11
13,4,30.0,27.5,126.8,6.89,36,50,118,32.2,36.0,9.08,13
19,2,33.8,20.6,141.4,8.87,36,50,163,61.7,19.6,8.58,19
14,9,26.9,30.8,117.1,7.39,34,50,56,10.6,32.1,4.0,14
20,8,27.5,25.6,107.0,5.79,36,50,142,19.4,23.9,7.1,20
18,6,16.5,25.0,121.2,6.56,36,50,100,16.9,24.8,5.56,18
14,5,38.7,29.9,147.8,8.31,36,50,106,20.1,28.4,7.57,14
16,4,25.8,19.9,123.9,8.94,36,50,119,28.8,23.1,7.44,16
20,6,29.9,24.8,77.4,6.98,36,50,122,25.2,31.8,6.1,20
20,2,33.9,32.3,117.1,8.72,36,50,161,60.3,33.0,8.05,20
15,4,27.2,24.0,132.5,7.52,36,50,129,27.5,23.9,8.6,15
18,3,26.1,20.4,107.8,7.89,36,50,129,36.1,15.8,7.17,18
16,5,21.3,17.0,136.9,8.01,36,47,119,23.3,22.5,7.44,16
20,3,43.2,17.5,131.9,7.56,36,49,198,58.2,22.4,9.9,20
20,7,43.1,26.7,122.0,7.63,36,50,148,34.8,24.6,7.4,20
18,6,38.8,24.1,140.1,10.26,36,50,154,28.8,24.5,8.56,18
16,3,30.3,28.9,146.5,8.22,36,50,122,35.1,38.4,7.62,16
16,3,22.7,15.0,119.5,8.95,36,50,111,33.1,20.6,6.94,16
14,6,26.6,19.4,138.6,7.98,36,50,104,24.5,23.5,7.43,14
15,6,38.0,34.2,131.8,9.15,36,50,97,24.7,32.0,6.47,15
13,3,28.9,22.8,113.7,7.55,36,50,72,28.5,23.3,5.54,13
14,5,22.3,31.7,125.0,8.21,36,50,87,21.6,30.8,6.21,14
16,5,28.1,36.2,132.0,8.89,36,50,111,26.1,35.7,6.94,16
14,4,23.9,22.0,132.1,9.78,36,50,127,30.1,27.5,9.07,14
15,9,29.5,19.5,123.9,8.25,36,50,106,20.7,20.6,7.07,15
20,6,26.6,29.9,126.4,10.06,36,48,149,27.8,32.8,7.45,20
16,5,35.9,37.0,103.5,10.08,36,50,118,25.7,33.9,7.38,16
19,5,42.8,29.0,112.9,7.78,36,50,147,32.0,35.8,7.74,19
15,5,27.4,28.7,130.2,8.44,36,50,83,18.3,25.2,5.53,15
18,2,38.9,20.6,126.4,6.88,36,50,156,62.9,25.0,8.67,18
18,7,38.0,27.5,114.1,8.61,36,50,141,27.3,29.2,7.83,18
20,6,18.5,27.1,125.1,7.56,36,50,129,16.5,27.1,6.45,20
20,5,22.1,31.5,151.1,6.74,36,50,143,25.6,23.8,7.15,20
14,1,31.5,26.2,113.1,7.27,36,50,109,77.7,28.0,7.79,14
17,6,35.8,28.2,135.7,7.87,36,50,125,24.7,28.2,7.35,17
20,5,39.4,26.0,138.3,8.96,36,50,159,36.9,24.6,7.95,20
13,6,32.6,31.5,153.1,8.36,36,50,89,22.3,38.5,6.85,13
18,2,38.7,22.6,125.7,8.21,36,50,155,64.9,23.8,8.61,18
19,2,26.0,20.9,151.3,9.12,36,50,181,63.4,23.5,9.53,19
18,9,29.7,29.4,134.8,8.32,36,50,113,17.1,27.4,6.28,18
12,4,42.2,29.4,164.5,8.74,36,50,113,32.5,26.0,9.42,12
12,5,36.6,23.2,134.2,7.28,36,50,99,27.7,22.1,8.25,12
18,7,32.0,23.6,143.4,6.95,36,50,131,28.2,22.9,7.28,18
15,1,40.5,24.2,120.7,8.56,36,50,139,80.0,20.4,9.27,15
17,3,33.3,29.7,113.1,6.74,36,50,137,43.3,29.1,8.06,17
18,5,38.9,25.2,146.2,9.1,36,50,162,36.0,22.7,9.0,18
16,2,33.5,37.5,118.8,8.41,36,50,114,47.1,41.6,7.12,16
19,3,30.3,35.3,133.9,8.45,36,50,129,38.0,40.1,6.79,19
15,2,43.8,26.4,110.5,8.78,36,50,130,60.0,27.5,8.67,15
14,5,29.2,26.5,139.7,7.48,36,50,110,26.6,29.5,7.86,14
9,5,34.5,22.9,129.1,7.81,36,50,49,18.4,22.6,5.44,9
17,7,46.7,22.6,133.5,6.58,36,50,135,32.2,27.8,7.94,17
19,7,40.1,23.1,144.6,10.59,36,50,173,25.6,24.2,9.11,19
15,4,40.1,26.3,137.7,7.37,36,50,151,43.5,21.4,10.07,15
17,6,26.8,19.4,150.3,6.85,36,50,133,23.7,21.6,7.82,17
19,3,24.9,18.3,131.9,7.98,36,50,135,39.9,16.3,7.11,19
17,3,34.2,27.0,126.4,9.13,36,50,130,33.2,24.6,7.65,17
17,10,23.1,27.2,135.2,7.94,36,50,121,19.9,29.9,7.12,17
20,4,38.0,15.0,118.5,7.05,36,50,167,40.4,12.2,8.35,20
20,7,38.1,39.2,121.7,8.93,36,50,155,27.1,40.9,7.75,20
16,5,36.4,31.5,133.3,7.59,36,50,110,28.8,30.4,6.88,16
13,3,27.6,25.5,129.9,9.67,36,50,100,34.3,30.5,7.69,13
14,8,22.3,24.1,138.6,7.42,36,50,101,15.0,34.4,7.21,14
20,6,30.1,24.6,115.7,6.98,36,50,164,30.0,24.7,8.2,20
20,10,35.3,31.3,135.5,9.27,36,50,144,25.1,34.4,7.2,20
14,3,32.1,21.1,110.1,9.23,36,43,130,36.4,15.8,9.29,14
17,0,19.2,20.0,140.9,8.64,36,50,121,74.2,20.6,7.12,17
13,5,37.2,34.8,146.8,8.73,36,50,78,26.9,36.6,6.0,13
16,6,26.0,18.2,108.7,7.61,36,50,106,22.8,14.4,6.62,16
17,7,31.8,28.7,143.3,7.11,36,50,137,20.0,33.5,8.06,17
16,5,33.3,26.3,139.7,8.6,36,50,123,26.7,23.4,7.69,16
16,5,40.1,21.6,106.8,8.12,36,50,111,27.1,18.3,6.94,16
17,2,29.7,30.3,125.5,8.69,36,50,101,47.8,34.3,5.94,17
15,7,44.3,28.4,129.7,9.07,36,50,107,26.4,26.0,7.13,15
20,6,35.9,28.7,124.2,7.0,36,50,140,25.4,31.9,7.0,20
14,3,39.4,26.8,133.8,9.18,36,50,98,32.7,32.7,7.0,14
13,6,26.8,19.1,115.9,8.07,36,50,113,22.4,20.9,8.69,13
16,5,24.8,26.7,129.5,7.56,36,50,138,22.5,27.3,8.62,16
18,3,38.5,24.3,149.2,8.92,36,50,154,42.7,17.4,8.56,18
20,7,30.7,26.5,149.2,8.08,36,50,159,34.0,26.8,7.95,20
16,2,25.3,20.0,144.4,8.34,36,50,131,51.8,17.9,8.19,16
18,6,44.7,28.6,129.5,8.18,36,50,126,27.6,33.5,7.0,18
15,5,28.5,15.0,139.0,8.77,36,50,108,26.3,18.0,7.2,15
13,1,24.4,30.8,129.1,7.59,36,50,113,80.0,23.1,8.69,13
16,6,31.3,29.6,134.6,6.77,36,50,115,21.0,28.0,7.19,16
18,2,36.8,37.3,124.4,7.24,36,50,132,55.9,28.9,7.33,18
20,8,23.1,19.1,113.6,8.78,36,50,132,16.9,19.5,6.6,20
15,4,29.0,19.1,127.5,8.33,36,50,124,34.2,17.0,8.27,15
17,4,25.3,21.1,140.1,7.92,36,50,141,33.8,29.2,8.29,17
20,7,31.8,18.7,110.8,8.37,36,50,146,27.5,19.0,7.3,20
11,5,30.7,28.8,134.8,7.39,36,50,74,17.6,30.6,6.73,11
14,3,29.9,25.5,154.6,7.87,36,50,113,37.6,26.7,8.07,14
15,4,31.5,31.1,158.9,7.72,36,50,105,30.9,30.4,7.0,15
17,1,30.2,29.8,125.9,5.78,36,50,135,80.0,28.2,7.94,17
15,2,21.0,32.6,124.2,6.64,36,50,139,52.9,40.6,9.27,15
17,2,27.9,18.0,148.1,9.84,36,50,143,48.7,20.2,8.41,17
15,5,35.8,31.0,122.1,8.38,36,50,123,31.0,35.9,8.2,15
20,5,37.9,21.9,111.2,6.89,36,50,177,35.2,29.5,8.85,20
16,8,45.5,32.1,159.0,8.63,36,50,115,25.5,32.3,7.19,16
17,5,44.4,27.4,125.6,9.7,36,50,152,35.2,29.7,8.94,17
14,3,38.3,21.7,116.0,9.51,36,50,106,34.5,21.2,7.57,14
18,2,22.6,32.1,135.5,7.88,36,50,142,50.1,27.3,7.89,18
18,4,24.0,29.5,133.4,8.13,36,50,111,23.1,26.8,6.17,18
13,1,28.2,15.9,128.9,8.49,36,50,110,78.1,16.2,8.46,13
19,7,22.1,35.9,137.6,8.56,36,50,148,23.8,35.0,7.79,19
20,5,44.8,30.3,134.5,8.01,36,50,186,36.0,28.6,9.3,20
16,6,27.8,24.4,137.5,8.68,36,50,123,26.7,20.2,7.69,16
16,1,19.2,25.5,140.8,7.63,36,50,142,80.0,28.3,8.88,16
20,2,42.2,24.2,114.7,8.44,36,50,175,73.0,20.7,8.75,20
20,7,36.6,25.6,145.2,6.83,36,50,159,27.5,30.4,7.95,20
17,7,34.1,29.4,127.5,8.8,36,43,120,25.4,28.0,7.06,17
18,4,30.6,30.1,133.0,7.81,36,50,147,34.1,24.7,8.17,18
18,5,37.5,29.0,123.4,6.71,36,50,130,30.5,27.2,7.22,18
17,3,36.7,33.8,151.3,9.19,36,50,153,42.0,28.4,9.0,17
20,2,33.5,23.5,118.0,7.99,36,50,174,69.3,22.5,8.7,20
17,5,31.3,29.8,103.5,7.13,36,50,117,27.6,32.3,6.88,17
14,7,38.1,18.4,122.0,9.08,36,50,75,27.6,20.2,5.36,14
18,5,25.1,27.2,138.7,9.32,36,50,160,24.9,27.7,8.89,18
13,5,32.6,20.1,140.8,7.57,36,50,81,24.7,15.0,6.23,13
15,4,38.0,25.8,140.0,7.4,36,50,121,33.1,24.2,8.07,15
15,5,28.5,24.4,113.3,7.63,36,50,102,26.9,21.0,6.8,15
18,4,15.5,29.9,117.5,6.98,36,50,113,19.8,30.2,6.28,18
19,4,34.9,27.8,130.9,8.1,36,50,152,37.2,33.0,8.0,19
15,0,27.8,21.1,125.0,8.64,36,50,131,80.0,20.9,8.73,15
19,3,34.8,34.6,119.5,7.32,36,50,171,42.8,27.5,9.0,19
20,2,28.9,24.9,127.5,8.47,36,50,179,70.1,27.5,8.95,20
19,7,28.0,17.6,119.0,6.25,36,50,141,26.8,15.9,7.42,19
20,2,30.5,21.4,112.9,7.9,36,50,155,56.0,18.4,7.75,20
15,2,35.1,19.5,138.4,7.91,36,50,122,50.1,20.8,8.13,15
19,7,39.2,26.0,96.4,7.9,36,50,133,22.7,22.3,7.0,19
20,7,30.5,25.8,118.3,9.07,36,50,143,20.8,25.0,7.15,20
20,10,31.8,20.0,118.1,8.4,36,50,137,21.1,16.1,6.85,20
19,8,27.4,23.2,131.3,7.77,36,50,147,19.5,22.6,7.74,19
19,3,24.9,31.7,140.3,8.87,36,50,149,42.4,39.4,7.84,19
20,4,39.7,17.3,154.8,7.56,36,50,168,42.9,18.5,8.4,20
16,2,26.9,33.3,126.9,7.36,36,50,114,44.4,38.2,7.12,16
15,5,33.8,22.1,123.8,10.11,36,50,107,25.1,20.0,7.13,15
19,4,29.0,19.1,139.1,6.76,36,50,143,30.7,20.8,7.53,19
17,3,28.9,25.7,114.2,8.8,36,50,108,33.3,27.7,6.35,17
20,4,33.5,26.4,119.6,5.1,36,50,136,35.3,32.9,6.8,20
15,5,39.6,29.9,129.2,9.2,36,50,122,29.0,34.3,8.13,15
16,4,29.1,28.2,110.1,7.69,36,50,108,26.4,25.5,6.75,16
15,3,32.9,25.1,134.0,7.08,36,50,143,37.3,25.1,9.53,15
14,3,28.4,23.2,103.1,8.02,36,50,105,26.1,18.7,7.5,14
12,8,35.6,28.9,139.1,7.39,36,50,93,18.4,31.8,7.75,12
13,2,34.6,37.2,136.6,8.95,36,50,103,42.3,42.1,7.92,13
16,6,29.0,32.3,129.5,8.1,36,50,118,25.4,32.2,7.38,16
15,5,29.5,19.6,126.4,9.12,36,50,93,23.2,19.7,6.2,15
16,6,34.5,27.6,112.2,9.25,36,50,111,27.4,25.3,6.94,16
20,6,27.8,22.2,122.7,8.26,36,50,164,28.8,19.4,8.2,20
18,3,30.2,29.5,117.4,7.67,36,50,125,34.9,30.4,6.94,18
11,5,32.3,32.4,128.4,7.3,36,50,68,17.8,23.3,6.18,11
11,6,38.1,25.6,143.3,8.62,36,48,80,18.8,17.6,7.27,11
19,8,33.8,25.5,128.8,6.08,36,50,154,24.3,33.5,8.11,19
16,5,33.5,27.6,115.8,5.68,36,50,101,27.6,26.9,6.31,16
13,1,30.0,24.4,135.9,8.16,36,50,103,69.7,24.9,7.92,13
14,4,33.8,22.6,92.8,8.15,36,50,91,27.1,15.8,6.5,14
17,3,26.9,20.9,120.6,9.9,36,50,114,36.7,24.2,6.71,17
16,3,30.9,16.3,161.5,8.17,36,50,155,43.5,18.4,9.69,16
15,1,33.0,28.0,139.5,8.5,36,50,126,80.0,23.5,8.4,15
18,4,19.2,34.4,168.4,6.19,36,50,133,29.1,42.3,7.39,18
18,5,28.6,20.5,126.4,9.27,36,50,148,31.4,13.0,8.22,18
18,10,30.1,29.2,138.9,7.37,36,50,121,20.9,24.2,6.72,18
16,2,19.8,15.0,142.0,7.89,36,50,130,46.0,21.5,8.12,16
13,7,40.0,21.7,136.0,7.39,36,50,92,26.4,33.4,7.08,13
18,6,26.3,25.9,134.4,8.72,36,50,116,23.7,17.1,6.44,18
20,7,24.6,15.0,129.2,6.17,36,50,161,22.6,20.1,8.05,20
20,6,40.7,31.2,114.2,9.09,36,50,156,30.4,34.3,7.8,20
19,1,26.4,25.8,109.5,7.1,36,50,152,80.0,27.5,8.0,19
20,3,28.3,28.7,101.1,7.94,36,50,138,37.0,34.0,6.9,20
15,0,34.2,23.3,120.3,8.65,36,50,132,80.0,25.1,8.8,15
14,2,34.0,33.5,122.0,6.83,36,50,99,46.2,34.5,7.07,14
19,7,28.7,25.2,123.8,8.31,36,50,157,23.9,22.1,8.26,19
16,6,37.2,25.4,131.8,6.99,36,50,120,26.8,31.5,7.5,16
13,3,28.6,28.8,145.2,8.72,36,50,104,35.5,28.2,8.0,13
12,6,29.3,15.2,128.6,8.18,36,50,74,15.7,15.9,6.17,12
15,5,30.0,15.5,127.4,7.69,36,50,118,21.0,15.8,7.87,15
14,6,25.4,27.5,127.8,7.96,34,50,95,21.3,26.8,6.79,14
14,4,31.2,30.9,134.2,11.68,36,50,102,32.1,39.1,7.29,14
15,2,41.7,32.4,143.0,6.82,36,50,148,64.3,31.5,9.87,15
13,5,30.7,32.4,142.1,10.15,36,50,96,28.1,27.6,7.38,13
15,3,35.9,27.1,134.3,9.27,36,50,122,41.4,26.0,8.13,15
14,4,21.8,26.7,121.1,6.68,36,41,112,23.8,31.9,8.0,14
15,4,27.4,21.9,110.7,6.39,36,50,94,28.6,24.7,6.27,15
20,1,32.0,28.1,149.0,6.87,36,50,193,80.0,30.5,9.65,20
20,2,33.6,20.8,127.0,8.26,36,50,182,64.3,26.0,9.1,20
15,5,30.6,28.2,150.5,7.49,36,50,121,26.1,31.2,8.07,15
17,6,22.3,28.2,133.7,8.9,36,50,115,26.3,24.7,6.76,17
17,3,32.4,29.9,138.1,7.44,36,50,148,39.5,32.3,8.71,17
16,3,35.3,29.8,131.2,8.19,36,50,121,37.3,27.9,7.56,16
15,4,29.0,29.6,138.2,7.24,36,50,118,27.1,29.4,7.87,15
15,10,31.7,21.2,151.5,7.7,36,50,109,15.5,29.1,7.27,15
9,6,36.8,20.8,137.8,8.62,36,50,74,20.2,21.8,8.22,9
20,5,23.7,28.6,139.8,6.24,36,50,154,27.5,22.8,7.7,20
19,3,24.4,32.8,154.0,10.3,36,50,160,38.9,32.3,8.42,19
18,6,39.1,22.0,136.4,9.6,36,50,140,30.6,19.4,7.78,18
19,3,27.5,23.9,116.5,7.72,36,50,131,35.4,32.3,6.89,19
19,2,29.1,30.6,139.5,7.69,36,50,176,64.0,27.5,9.26,19
15,4,36.5,29.1,135.2,9.77,36,50,122,33.1,27.9,8.13,15
20,7,26.8,26.8,119.0,6.72,27,50,149,24.1,23.6,7.45,20
18,6,27.3,22.6,146.4,6.66,36,50,119,19.3,26.3,6.61,18
15,8,36.7,22.7,134.8,7.57,36,50,128,22.6,19.8,8.53,15
13,7,24.3,27.8,113.1,7.29,36,50,67,19.3,25.3,5.15,13
15,6,33.0,19.9,169.1,6.55,36,50,118,25.5,18.0,7.87,15
13,4,30.5,23.2,118.0,9.51,36,50,80,22.2,22.0,6.15,13
18,5,36.7,22.7,116.6,6.83,36,50,138,34.9,23.2,7.67,18
20,3,29.4,21.8,131.8,7.31,36,50,163,45.5,16.4,8.15,20
15,1,39.5,31.2,131.1,6.22,36,50,134,80.0,34.0,8.93,15
10,2,39.4,25.5,112.1,5.9,36,50,77,32.1,21.1,7.7,10
19,5,31.3,33.2,128.1,8.38,36,50,129,29.5,33.1,6.79,19
15,10,21.8,26.2,124.7,8.06,36,50,86,18.5,22.4,5.73,15
10,4,41.8,18.2,139.3,7.81,36,50,83,29.3,22.7,8.3,10
20,4,29.5,24.8,109.6,6.67,36,50,157,33.1,26.8,7.85,20
16,7,44.9,24.1,138.1,8.0,36,50,117,25.4,20.7,7.31,16
17,7,27.4,24.6,157.6,8.78,36,50,134,21.7,27.9,7.88,17
13,5,26.7,16.9,133.8,6.69,33,50,122,23.5,20.3,9.38,13
19,9,26.9,35.9,141.8,8.42,36,50,146,25.8,35.3,7.68,19
16,1,35.1,29.6,134.9,9.75,36,50,158,80.0,23.7,9.88,16
20,3,28.7,26.8,114.0,8.1,36,50,139,35.9,26.4,6.95,20
12,4,38.8,26.5,129.6,7.87,36,50,117,37.7,29.4,9.75,12
14,7,31.5,23.3,131.7,7.71,36,50,80,18.5,20.7,5.71,14
16,3,32.9,23.1,132.6,9.12,33,50,138,40.3,18.5,8.62,16
15,6,32.6,34.3,154.1,8.67,36,50,95,22.0,38.6,6.33,15
13,0,24.2,31.4,119.9,8.4,36,43,103,73.1,30.2,7.92,13
15,1,32.4,19.3,133.7,6.38,36,50,134,80.0,22.3,8.93,15
17,3,29.0,18.5,97.1,8.89,36,50,118,36.4,15.4,6.94,17
18,8,38.1,27.9,109.7,10.04,36,50,125,31.3,22.4,6.94,18
13,8,21.3,24.6,144.4,6.74,36,50,78,18.4,28.6,6.0,13
17,7,28.9,26.4,136.2,9.03,36,50,125,17.6,30.8,7.35,17
17,4,46.7,27.2,129.9,8.28,36,50,149,38.2,27.0,8.76,17
14,4,27.0,21.3,152.6,7.38,36,50,98,27.3,23.2,7.0,14
14,10,37.8,28.4,111.2,7.87,36,50,79,14.7,26.0,5.64,14
18,3,25.9,26.6,140.6,8.65,36,50,130,33.3,30.1,7.22,18
